imagePath,thisN,thisTrialN,thisRepN,word,color,cueSide,cueOri,targetX,corrAns,valid,resp.keys,resp.corr,resp.rt,resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro_text.started,text.started,continue_resp.started,intro_text.stopped,continue_resp.keys,continue_resp.rt,continue_resp.duration,ITI.started,fixationITI.started,fixationITI.stopped,ITI.stopped,trial.started,fixationITI_continue.started,cue.started,target.started,cue.stopped,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,feedback.started,fixationITI_continue_feedback.started,text_feedback.started,feedback.stopped,fixationITI_continue_feedback.stopped,text_feedback.stopped,target.stopped,fixationITI_continue.stopped,resp.stopped,exit.started,text_thanks.started,text_thanks.stopped,exit.stopped,Participant,Age,Gender,Group,session,date,expName,psychopyVersion,frameRate,expStart,
images/coffee_mug.png,9,9,0,gate,blue,left,-90,-7,left,1,left,1,0.22363830008544028,None,0,0,0,0,0,9,9,31,27.752235899912193,,,,,,,,,27.749314799904823,27.752235899912193,28.802021600073203,28.78558179992251,28.792619799962267,28.802021600073203,28.802021600073203,29.001690400065854,29.001690400065854,29.001690400065854,29.23645700002089,left,1,0.22363830008544028,None,29.244959299918264,29.25194210000336,29.25194210000336,30.235833700047806,30.251786099979654,30.251786099979654,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,10,10,0,health,black,right,90,-7,left,0,right,0,0.17772640008479357,None,0,0,0,0,0,10,10,107,30.251786099979654,,,,,,,,,30.24315380002372,30.251786099979654,31.335306500084698,31.318900499958545,31.330104799941182,31.335306500084698,31.335306500084698,31.534924200037494,31.534924200037494,31.534924200037494,31.719331600004807,right,0,0.17772640008479357,None,31.733667199965566,31.737712000031024,31.737712000031024,32.73552990006283,,,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,11,11,0,health,black,right,90,7,right,1,right,1,0.20756640005856752,None,0,0,0,0,0,11,11,35,32.75144420005381,,,,,,,,,32.745405399939045,32.75144420005381,33.801613699877635,33.7850961999502,33.79362119990401,33.801613699877635,33.801613699877635,34.001388899981976,34.001388899981976,34.001388899981976,34.21864109998569,right,1,0.20756640005856752,None,34.227061999961734,34.23494859994389,34.23494859994389,35.21836300007999,35.23478649999015,35.23478649999015,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,12,12,0,health,red,right,90,7,right,1,left,0,0.06833359994925559,None,0,0,0,0,0,12,12,33,35.23478649999015,,,,,,,,,35.226516499882564,35.23478649999015,36.48451430001296,36.46830839989707,36.47711919993162,36.48451430001296,36.48451430001296,36.68413780000992,36.68413780000992,36.68413780000992,36.76887400005944,left,0,0.06833359994925559,None,36.7843688998837,36.788733900059015,36.788733900059015,37.784246099879965,,,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,13,13,0,hate,red,left,-90,7,right,0,left,0,0.13128419988788664,None,0,0,0,0,0,13,13,96,37.80080679990351,,,,,,,,,37.792647199938074,37.80080679990351,38.90093420003541,38.88462319993414,38.89471299992874,38.90093420003541,38.90093420003541,39.10053510009311,39.10053510009311,39.10053510009311,39.235311599913985,left,0,0.13128419988788664,None,39.24430890008807,39.25087559991516,39.25087559991516,40.23435959988274,40.25048359995708,40.25048359995708,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,14,14,0,hate,red,right,90,7,right,1,right,1,0.07788040000014007,None,0,0,0,0,0,14,14,60,40.25048359995708,,,,,,,,,40.242605899926275,40.25048359995708,41.483848500065506,41.46754239988513,41.4758963000495,41.483848500065506,41.483848500065506,41.68339310004376,41.68339310004376,41.68339310004376,41.768148199887946,right,1,0.07788040000014007,None,41.77827210002579,41.78363010007888,41.78363010007888,42.767556600039825,42.78388120001182,42.78388120001182,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,15,15,0,gate,black,right,90,7,right,1,left,0,0.0406738999299705,None,0,0,0,0,0,15,15,44,42.78388120001182,,,,,,,,,42.77594380010851,42.78388120001182,44.01691080001183,44.001114499988034,44.01177549990825,44.01691080001183,44.01691080001183,44.21670260000974,44.21670260000974,44.21670260000974,44.26758629991673,left,0,0.0406738999299705,None,44.2803050999064,44.284856100101024,44.284856100101024,45.2830757999327,,,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,16,16,0,health,black,right,90,7,right,1,left,0,0.15470360009931028,None,0,0,0,0,0,16,16,83,45.29987809993327,,,,,,,,,45.29103509988636,45.29987809993327,46.349753099959344,46.333521499997005,46.34650540002622,46.349753099959344,46.349753099959344,46.54979690001346,46.54979690001346,46.54979690001346,46.71719069988467,left,0,0.15470360009931028,None,46.72450289991684,46.73302010004409,46.73302010004409,47.716921699931845,47.73286539991386,47.73286539991386,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,17,17,0,hate,blue,right,90,7,right,1,right,1,0.14210589998401701,None,0,0,0,0,0,17,17,49,47.73286539991386,,,,,,,,,47.725462900009006,47.73286539991386,48.90081680007279,48.8834998998791,48.89743739995174,48.90081680007279,48.90081680007279,49.09926760010421,49.09926760010421,49.09926760010421,49.25021849991754,right,1,0.14210589998401701,None,49.25956470007077,49.26631919993088,49.26631919993088,50.249988900031894,50.265897300094366,50.265897300094366,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,18,18,0,health,red,right,90,7,right,1,right,1,0.1714166000019759,None,0,0,0,0,0,18,18,93,50.265897300094366,,,,,,,,,50.25791250006296,50.265897300094366,51.333983399905264,51.316520699998364,51.33077979995869,51.333983399905264,51.333983399905264,51.53243610006757,51.53243610006757,51.53243610006757,51.716640800004825,right,1,0.1714166000019759,None,51.725651500048116,51.73269019997679,51.73269019997679,52.71610990003683,52.732405700022355,52.732405700022355,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,19,19,0,gate,black,right,90,7,right,1,right,1,0.03339010011404753,None,0,0,0,0,0,19,19,92,52.732405700022355,,,,,,,,,52.72479690006003,52.732405700022355,53.8155799000524,53.799611299997196,53.81073609995656,53.8155799000524,53.8155799000524,54.015534499892965,54.015534499892965,54.015534499892965,54.06614560005255,right,1,0.03339010011404753,None,54.07328279991634,54.08211730001494,54.08211730001494,55.06564199994318,55.08242779993452,55.08242779993452,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,20,20,0,gate,blue,right,90,-7,left,0,left,1,0.2244955999776721,None,0,0,0,0,0,20,20,103,55.08242779993452,,,,,,,,,55.07214440009557,55.08242779993452,56.26511440007016,56.24887949996628,56.25583059992641,56.26511440007016,56.26511440007016,56.46500499988906,56.46500499988906,56.46500499988906,56.699421300087124,left,1,0.2244955999776721,None,56.70784329995513,56.71507630008273,56.71507630008273,57.69897340005264,57.71492570010014,57.71492570010014,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,21,21,0,gate,red,left,-90,-7,left,1,left,1,0.3069369001314044,None,0,0,0,0,0,21,21,90,57.71492570010014,,,,,,,,,57.70727859996259,57.71492570010014,58.815050800098106,58.798661899985746,58.80627100006677,58.815050800098106,58.815050800098106,59.01462349994108,59.01462349994108,59.01462349994108,59.332400700077415,left,1,0.3069369001314044,None,59.34223069995642,59.34816620009951,59.34816620009951,60.331987200072035,60.347930799936876,60.347930799936876,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,22,22,0,hate,black,right,90,7,right,1,left,0,0.22417360008694232,None,0,0,0,0,0,22,22,50,60.347930799936876,,,,,,,,,60.340471399948,60.347930799936876,61.66442000004463,61.648428099928424,61.65828919992782,61.66442000004463,61.66442000004463,61.86435419996269,61.86435419996269,61.86435419996269,62.09878379991278,left,0,0.22417360008694232,None,62.10689699999057,62.11455939989537,62.11455939989537,63.098067899933085,63.11436200002208,63.11436200002208,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,23,23,0,gate,blue,left,-90,-7,left,1,right,0,0.18843660014681518,None,0,0,0,0,0,23,23,91,63.11436200002208,,,,,,,,,63.10496050002985,63.11436200002208,64.34762039990164,64.33133720001206,64.3413410000503,64.34762039990164,64.34762039990164,64.54731939989142,64.54731939989142,64.54731939989142,64.74834190006368,right,0,0.18843660014681518,None,64.75770259997807,64.76404969999567,64.76404969999567,65.74777720007114,65.76422049989924,65.76422049989924,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,24,24,0,gate,blue,left,-90,-7,left,1,right,0,0.2394570999313146,None,0,0,0,0,0,24,24,19,65.76422049989924,,,,,,,,,65.75545180006884,65.76422049989924,66.88052879995666,66.86445809993893,66.87401070003398,66.88052879995666,66.88052879995666,67.08050419995561,67.08050419995561,67.08050419995561,67.33167560002767,right,0,0.2394570999313146,None,67.34389610006474,67.34896189998835,67.34896189998835,68.34679830004461,,,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,25,25,0,hate,blue,right,90,7,right,1,right,1,0.05326890014111996,None,0,0,0,0,0,25,25,13,68.36362769990228,,,,,,,,,68.35564389987849,68.36362769990228,69.747237799922,69.73055540001951,69.74411550001241,69.747237799922,69.747237799922,69.94668020005338,69.94668020005338,69.94668020005338,70.01415299996734,right,1,0.05326890014111996,None,70.02239779988304,70.03023430006579,70.03023430006579,71.01386549999006,71.03019610000774,71.03019610000774,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,26,26,0,gate,red,left,-90,-7,left,1,right,0,0.013779300032183528,None,0,0,0,0,0,26,26,66,71.03019610000774,,,,,,,,,71.0219101998955,71.03019610000774,72.1799518999178,72.16351139987819,72.17352059995756,72.1799518999178,72.1799518999178,72.3795356999617,72.3795356999617,72.3795356999617,72.39796900004148,right,0,0.013779300032183528,None,72.41307649994269,72.41720529994927,72.41720529994927,73.41336930007674,,,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,27,27,0,health,red,right,90,7,right,1,right,1,0.14490900002419949,None,0,0,0,0,0,27,27,21,73.42962540010922,,,,,,,,,73.42363790003583,73.42962540010922,74.67971280007623,74.66345519991592,74.67414800007828,74.67971280007623,74.67971280007623,74.87927630008198,74.87927630008198,74.87927630008198,75.03014949988574,right,1,0.14490900002419949,None,75.03873850009404,75.046543299919,75.046543299919,76.0296662999317,76.0459322000388,76.0459322000388,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,28,28,0,health,black,right,90,7,right,1,right,1,0.12655439996160567,None,0,0,0,0,0,28,28,23,76.0459322000388,,,,,,,,,76.03584820008837,76.0459322000388,77.36262840009294,77.34639859991148,77.35511730005965,77.36262840009294,77.36262840009294,77.56239089998417,77.56239089998417,77.56239089998417,77.69674340006895,right,1,0.12655439996160567,None,77.70497819990851,77.71240659989417,77.71240659989417,78.69624070008285,78.71254580002278,78.71254580002278,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,29,29,0,hate,red,right,90,7,right,1,right,1,0.11934290011413395,None,0,0,0,0,0,29,29,84,78.71254580002278,,,,,,,,,78.70661620004103,78.71254580002278,79.7455851000268,79.72940400009975,79.73975399998017,79.7455851000268,79.7455851000268,79.94541879999451,79.94541879999451,79.94541879999451,80.07978880009614,right,1,0.11934290011413395,None,80.08807970001362,80.09541839989834,80.09541839989834,81.07916609989479,81.09537620004267,81.09537620004267,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,30,30,0,health,blue,left,-90,7,right,0,right,1,0.13732779980637133,None,0,0,0,0,0,30,30,106,81.09537620004267,,,,,,,,,81.08721809997223,81.09537620004267,82.11197399999946,82.09565789997578,82.10694739990868,82.11197399999946,82.11197399999946,82.31166290002875,82.31166290002875,82.31166290002875,82.46311370003968,right,1,0.13732779980637133,None,82.47278139996342,82.47846730006859,82.47846730006859,83.46234040008858,83.47873430000618,83.47873430000618,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,31,31,0,death,blue,left,-90,7,right,0,left,0,0.2836102999281138,None,0,0,0,0,0,31,31,112,83.47873430000618,,,,,,,,,83.47110389987938,83.47873430000618,84.64485480007716,84.6288302000612,84.64040270005353,84.64485480007716,84.64485480007716,84.84474410000257,84.84474410000257,84.84474410000257,85.14567929995246,left,0,0.2836102999281138,None,85.15771499997936,85.16152449999936,85.16152449999936,86.14514419995248,86.16168439993635,86.16168439993635,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,32,32,0,gate,red,left,-90,-7,left,1,left,1,0.06559150014072657,None,0,0,0,0,0,32,32,54,86.16168439993635,,,,,,,,,86.15349639998749,86.16168439993635,87.32813580008224,87.31179570010863,87.32239899993874,87.32813580008224,87.32813580008224,87.52771720010787,87.52771720010787,87.52771720010787,87.59563799994066,left,1,0.06559150014072657,None,87.60693349991925,87.61131060007028,87.61131060007028,88.5949407001026,88.61130969994701,88.61130969994701,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,33,33,0,hate,red,right,90,7,right,1,right,1,0.1670819001737982,None,0,0,0,0,0,33,33,12,88.61130969994701,,,,,,,,,88.60358479991555,88.61130969994701,89.79479399998672,89.77823739987798,89.79144049994648,89.79479399998672,89.79479399998672,89.99406779999845,89.99406779999845,89.99406779999845,90.17815449996851,right,1,0.1670819001737982,None,90.18645670008846,90.19422729988582,90.19422729988582,91.17803029995412,91.19436080008745,91.19436080008745,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,34,34,0,health,blue,right,90,7,right,1,right,1,0.22915720008313656,None,0,0,0,0,0,34,34,34,91.19436080008745,,,,,,,,,91.18616689997725,91.19436080008745,92.2440766999498,92.22755840001628,92.23827020009048,92.2440766999498,92.2440766999498,92.44389109988697,92.44389109988697,92.44389109988697,92.67818529997021,right,1,0.22915720008313656,None,92.68739089998417,92.69404969993047,92.69404969993047,93.67769329994917,93.6936973000411,93.6936973000411,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,35,35,0,death,red,right,90,7,right,1,left,0,0.1875195000320673,None,0,0,0,0,0,35,35,87,93.6936973000411,,,,,,,,,93.68573920009658,93.6936973000411,94.89363320008852,94.87767249997705,94.88893330004066,94.89363320008852,94.89363320008852,95.09352950006723,95.09352950006723,95.09352950006723,95.29430259997025,left,0,0.1875195000320673,None,95.30583920003846,95.31030480004847,95.31030480004847,96.29370209993795,96.31021669995971,96.31021669995971,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,36,36,0,death,black,left,-90,-7,left,1,left,1,0.11703419988043606,None,0,0,0,0,0,36,36,41,96.31021669995971,,,,,,,,,96.30177469993941,96.31021669995971,97.46011139987968,97.44366339989938,97.45274790003896,97.46011139987968,97.46011139987968,97.65966410003603,97.65966410003603,97.65966410003603,97.79393190005794,left,1,0.11703419988043606,None,97.80504540004767,97.81001919996925,97.81001919996925,98.79382569994777,98.8098249998875,98.8098249998875,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,37,37,0,health,red,right,90,7,right,1,left,0,0.7445845000911504,None,0,0,0,0,0,37,37,45,98.8098249998875,,,,,,,,,98.80247840005904,98.8098249998875,99.99299550009891,99.97687210002914,99.9882805000525,99.99299550009891,99.99299550009891,100.19279580004513,100.19279580004513,100.19279580004513,100.94387919991277,left,0,0.7445845000911504,None,100.95792179997079,100.96218509995379,100.96218509995379,101.95928489998914,,,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,38,38,0,gate,black,left,-90,7,right,0,None,0,,,0,0,0,0,0,38,38,116,101.97600869997405,,,,,,,,,101.96832840004936,101.97600869997405,103.22615949995816,103.20989389996976,103.22293879999779,103.22615949995816,103.22615949995816,103.42560130008496,103.42560130008496,103.42560130008496,105.40922529995441,None,0,,,105.41749050002545,105.42571430001408,105.42571430001408,106.40930639998987,106.42564420006238,106.42564420006238,104.42548360000364,105.42571430001408,105.42571430001408,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,39,39,0,hate,blue,right,90,-7,left,0,right,0,0.11108710011467338,None,0,0,0,0,0,39,39,97,106.42564420006238,,,,,,,,,106.4174790000543,106.42564420006238,107.65889779990539,107.64256120007485,107.65321919997223,107.65889779990539,107.65889779990539,107.85829870007001,107.85829870007001,107.85829870007001,107.97621949994937,right,0,0.11108710011467338,None,107.98460699990392,107.99195610010065,107.99195610010065,108.97568090003915,108.99176210002042,108.99176210002042,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,40,40,0,death,black,left,-90,-7,left,1,left,1,0.06968720001168549,None,0,0,0,0,0,40,40,65,108.99176210002042,,,,,,,,,108.98378059989773,108.99176210002042,110.05844849999994,110.04193890001625,110.05314110009931,110.05844849999994,110.05844849999994,110.2584408998955,110.2584408998955,110.2584408998955,110.34283209987916,left,1,0.06968720001168549,None,110.35636160010472,110.36069129989482,110.36069129989482,111.35829539992847,,,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
images/coffee_mug.png,41,41,0,death,blue,left,-90,-7,left,1,left,1,0.39174419990740716,None,0,0,0,0,0,41,41,16,111.37506380002014,,,,,,,,,111.36700430000201,111.37506380002014,112.46582100004889,112.44178649992682,112.46288640005514,112.46582100004889,112.46582100004889,112.65768869989552,112.65768869989552,112.65768869989552,113.0586230000481,left,1,0.39174419990740716,None,113.06695910007693,113.07473789993674,113.07473789993674,114.0584732000716,114.0745019998867,114.0745019998867,,,,,,,,678988,,,A,001,2025-01-10_12h20.49.071,Yagmur_Final_308,2024.2.4,60.1372090367801,2025-01-10 12h20.56.364271 +0300,
