imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,keyResp.keys,keyResp.rt,keyResp.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_space.started,instructions.stopped,key_space.keys,key_space.rt,key_space.duration,trial.started,same_text.started,different_text.started,image.started,keyResp.started,arrow_left.started,arrow_right.started,trial.stopped,trials_faceRecognition.keyResp.keys,trials_faceRecognition.keyResp.rt,trials_faceRecognition.keyResp.duration,feedback.started,textCorr.started,textCorr.stopped,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
same/136_C2_DV.jpg,left,same,0,14,14,0,left,0.08368810000047233,None,0,14,14,14,20.335760300000402,,,,,,,,,20.326938400000472,20.335760300000402,20.335760300000402,20.335760300000402,20.335760300000402,20.335760300000402,20.335760300000402,20.43412200000057,left,0.08368810000047233,None,20.434714500000155,20.449113200000284,21.45200290000048,21.43315419999999,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,left,0.07133109999995213,None,0,15,15,15,21.45200290000048,,,,,,,,,21.44371880000017,21.45200290000048,21.45200290000048,21.45200290000048,21.45200290000048,21.45200290000048,21.45200290000048,21.533907300000465,left,0.07133109999995213,None,21.534503400000176,21.548881800000345,22.55187550000028,22.53267810000034,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,left,0.32391650000045047,None,0,16,16,16,22.55187550000028,,,,,,,,,22.543686200000593,22.55187550000028,22.55187550000028,22.55187550000028,22.55187550000028,22.55187550000028,22.55187550000028,22.883829800000058,left,0.32391650000045047,None,22.884482200000093,22.89891979999993,23.902054500000304,23.882786099999976,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,left,0.26848079999945185,None,0,17,17,17,23.902054500000304,,,,,,,,,23.894504400000187,23.902054500000304,23.902054500000304,23.902054500000304,23.902054500000304,23.902054500000304,23.902054500000304,24.183598399999937,left,0.26848079999945185,None,24.184198699999797,24.19869259999996,25.201563000000533,25.182510499999808,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/235_C2_DV.jpg,left,same,0,18,18,0,right,0.24147369999991497,None,0,18,18,18,25.201563000000533,,,,,,,,,25.19391220000034,25.201563000000533,25.201563000000533,25.201563000000533,25.201563000000533,25.201563000000533,25.201563000000533,25.45050170000013,right,0.24147369999991497,None,25.45543480000015,25.46510230000058,26.47120900000027,26.449033200000486,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/303_DV_C2.jpg,left,same,0,19,19,0,left,0.20472640000025422,None,0,19,19,19,26.47120900000027,,,,,,,,,26.463982600000236,26.47120900000027,26.47120900000027,26.47120900000027,26.47120900000027,26.47120900000027,26.47120900000027,26.683484500000304,left,0.20472640000025422,None,26.686851399999796,26.698143000000528,27.708868200000325,27.682059599999775,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/013_235_R.jpg,right,different,0,20,20,0,left,0.21541160000015225,None,0,20,20,20,27.708868200000325,,,,,,,,,27.703032500000518,27.708868200000325,27.708868200000325,27.708868200000325,27.708868200000325,27.708868200000325,27.708868200000325,27.9328615000004,left,0.21541160000015225,None,27.936683500000072,27.948188899999877,28.950222500000564,28.932027400000152,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/019_074_L.jpg,right,different,0,21,21,0,left,0.26038900000003196,None,0,21,21,21,28.950222500000564,,,,,,,,,28.946038600000065,28.950222500000564,28.950222500000564,28.950222500000564,28.950222500000564,28.950222500000564,28.950222500000564,29.216273600000022,left,0.26038900000003196,None,29.217214199999944,29.231397900000047,30.231570699999793,30.215333400000418,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/025_235_L.jpg,right,different,0,22,22,0,left,0.26778360000025714,None,0,22,22,22,30.231570699999793,,,,,,,,,30.2254939000004,30.231570699999793,30.231570699999793,30.231570699999793,30.231570699999793,30.231570699999793,30.231570699999793,30.515835100000004,left,0.26778360000025714,None,30.516323200000443,30.53127720000066,31.531630700000278,31.51503750000029,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/049_218_L.jpg,right,different,0,23,23,0,left,0.2164636999996219,None,0,23,23,23,31.531630700000278,,,,,,,,,31.52515290000065,31.531630700000278,31.531630700000278,31.531630700000278,31.531630700000278,31.531630700000278,31.531630700000278,31.749106100000063,left,0.2164636999996219,None,31.749715699999797,31.764439000000493,32.76462189999984,32.74791670000013,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/076_109_R.jpg,right,different,0,24,24,0,left,0.1827781000001778,None,0,24,24,24,32.76462189999984,,,,,,,,,32.7598181000003,32.76462189999984,32.76462189999984,32.76462189999984,32.76462189999984,32.76462189999984,32.76462189999984,32.949471599999924,left,0.1827781000001778,None,32.950485899999876,32.964262899999994,33.96458299999995,33.94914890000018,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/077_133_R.jpg,right,different,0,25,25,0,right,0.5268689000004088,None,0,25,25,25,33.96458299999995,,,,,,,,,33.95932690000063,33.96458299999995,33.96458299999995,33.96458299999995,33.96458299999995,33.96458299999995,33.96458299999995,34.49903379999978,right,0.5268689000004088,None,34.50005909999982,34.51383960000021,35.51566809999986,35.4978301000001,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/091_283_R.jpg,right,different,0,26,26,0,left,0.039720600000691775,None,0,26,26,26,35.51566809999986,,,,,,,,,35.5114352999999,35.51566809999986,35.51566809999986,35.51566809999986,35.51566809999986,35.51566809999986,35.51566809999986,35.56497339999987,left,0.039720600000691775,None,35.56561460000012,35.58056780000061,36.58088950000001,36.564252099999976,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/092_283_L.jpg,right,different,0,27,27,0,right,0.22328139999990526,None,0,27,27,27,36.58088950000001,,,,,,,,,36.57624870000018,36.58088950000001,36.58088950000001,36.58088950000001,36.58088950000001,36.58088950000001,36.58088950000001,36.81467570000041,right,0.22328139999990526,None,36.81815360000019,36.83065119999992,37.83178730000054,37.81422730000031,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/102_224_R.jpg,right,different,0,28,28,0,right,0.12379240000063874,None,0,28,28,28,37.83178730000054,,,,,,,,,37.827748800000336,37.83178730000054,37.83178730000054,37.83178730000054,37.83178730000054,37.83178730000054,37.83178730000054,37.96477480000067,right,0.12379240000063874,None,37.96542279999994,37.97996349999994,38.98446469999999,38.96437160000005,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/106_224_L.jpg,right,different,0,29,29,0,right,0.3558900999996695,None,0,29,29,29,38.98446469999999,,,,,,,,,38.980154400000174,38.98446469999999,38.98446469999999,38.98446469999999,38.98446469999999,38.98446469999999,38.98446469999999,39.34786890000032,right,0.3558900999996695,None,39.34855070000049,39.3634189000004,40.36356520000027,40.34701860000041,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/116_067_R.jpg,right,different,0,30,30,0,right,0.04046250000010332,None,0,30,30,30,40.36356520000027,,,,,,,,,40.357702500000414,40.36356520000027,40.36356520000027,40.36356520000027,40.36356520000027,40.36356520000027,40.36356520000027,40.41444440000032,right,0.04046250000010332,None,40.415275100000144,40.429807900000014,41.43008540000028,41.41364740000063,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/120_133_R.jpg,right,different,0,31,31,0,right,0.1974966999996468,None,0,31,31,31,41.43008540000028,,,,,,,,,41.423738700000285,41.43008540000028,41.43008540000028,41.43008540000028,41.43008540000028,41.43008540000028,41.43008540000028,41.63110200000028,right,0.1974966999996468,None,41.631774000000405,41.64632510000047,42.64687910000066,42.630173900000045,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/132_210_R.jpg,right,different,0,32,32,0,right,0.02847939999992377,None,0,32,32,32,42.64687910000066,,,,,,,,,42.641743700000006,42.64687910000066,42.64687910000066,42.64687910000066,42.64687910000066,42.64687910000066,42.64687910000066,42.681375500000286,right,0.02847939999992377,None,42.68201399999998,42.69619260000036,43.696739800000614,43.679884799999854,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/143_254_R.jpg,right,different,0,33,33,0,right,0.24306660000002012,None,0,33,33,33,43.696739800000614,,,,,,,,,43.690761900000325,43.696739800000614,43.696739800000614,43.696739800000614,43.696739800000614,43.696739800000614,43.696739800000614,43.94753889999993,right,0.24306660000002012,None,43.94828320000033,43.962755800000195,44.96337660000063,44.946693900000355,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/209_224_R.jpg,right,different,0,34,34,0,right,0.22495860000071843,None,0,34,34,34,44.96337660000063,,,,,,,,,44.95671940000011,44.96337660000063,44.96337660000063,44.96337660000063,44.96337660000063,44.96337660000063,44.96337660000063,45.19705630000044,right,0.22495860000071843,None,45.19763450000028,45.21250909999981,46.21309780000047,46.19631920000029,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/254_287_L.jpg,right,different,0,35,35,0,right,0.1993488999996771,None,0,35,35,35,46.21309780000047,,,,,,,,,46.20567949999986,46.21309780000047,46.21309780000047,46.21309780000047,46.21309780000047,46.21309780000047,46.21309780000047,46.41376769999988,right,0.1993488999996771,None,46.41439850000006,46.42889230000037,47.43056130000059,47.41293980000046,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/261_254_L.jpg,right,different,0,36,36,0,right,0.16552669999964564,None,0,36,36,36,47.43056130000059,,,,,,,,,47.42631320000055,47.43056130000059,47.43056130000059,47.43056130000059,47.43056130000059,47.43056130000059,47.43056130000059,47.597113400000126,right,0.16552669999964564,None,47.59774670000024,47.61239310000019,48.61246370000026,48.596213400000124,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/282_108_R.jpg,right,different,0,37,37,0,right,0.1021296999997503,None,0,37,37,37,48.61246370000026,,,,,,,,,48.605572700000266,48.61246370000026,48.61246370000026,48.61246370000026,48.61246370000026,48.61246370000026,48.61246370000026,48.73002439999982,right,0.1021296999997503,None,48.73070069999994,48.745528399999785,49.74599820000003,49.729164800000035,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/296_235_L.jpg,right,different,0,38,38,0,right,0.23338649999914196,None,0,38,38,38,49.74599820000003,,,,,,,,,49.73873210000056,49.74599820000003,49.74599820000003,49.74599820000003,49.74599820000003,49.74599820000003,49.74599820000003,49.99655100000018,right,0.23338649999914196,None,49.996963999999934,50.0117381,51.01218590000008,50.99589980000019,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
different/303_037_R.jpg,right,different,0,39,39,0,right,0.19057339999926626,None,0,39,39,39,51.01218590000008,,,,,,,,,51.00611410000056,51.01218590000008,51.01218590000008,51.01218590000008,51.01218590000008,51.01218590000008,51.01218590000008,51.212958699999945,right,0.19057339999926626,None,51.21353650000037,51.22844619999978,52.25412570000026,52.212185299999874,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/020_C2_DV.jpg,left,same,180,40,40,0,right,0.10989690000042174,None,0,40,40,40,52.25412570000026,,,,,,,,,52.24643070000002,52.25412570000026,52.25412570000026,52.25412570000026,52.25412570000026,52.25412570000026,52.25412570000026,52.38013580000006,right,0.10989690000042174,None,52.38430630000039,52.394922500000575,53.39787630000046,53.378999000000476,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/025_C2_DV.jpg,left,same,180,41,41,0,right,0.2459687999999005,None,0,41,41,41,53.39787630000046,,,,,,,,,53.39063470000019,53.39787630000046,53.39787630000046,53.39787630000046,53.39787630000046,53.39787630000046,53.39787630000046,53.64683299999979,right,0.2459687999999005,None,53.647552200000064,53.66127890000007,54.664350600000034,54.64503150000019,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/068_C2_DV.jpg,left,same,180,42,42,0,right,0.08324769999944692,None,0,42,42,42,54.664350600000034,,,,,,,,,54.65615049999997,54.664350600000034,54.664350600000034,54.664350600000034,54.664350600000034,54.664350600000034,54.664350600000034,54.76312890000008,right,0.08324769999944692,None,54.763891100000365,54.77801420000014,55.780999200000224,55.761672499999804,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/069_C2_DV.jpg,left,same,180,43,43,0,right,0.32685160000073665,None,0,43,43,43,55.780999200000224,,,,,,,,,55.772967300000346,55.780999200000224,55.780999200000224,55.780999200000224,55.780999200000224,55.780999200000224,55.780999200000224,56.11274980000053,right,0.32685160000073665,None,56.11348749999979,56.1277912000005,57.13087170000017,57.11161129999982,980532,,,001,2024-12-26_23h57.44.124,glasgowFaceRecognition-Yagmur,2024.2.4,59.985591460985184,2024-12-26 23h57.52.936820 +0300,
same/074_C2_DV.jpg,left,same,180,44,44,0,,,,0,44,44,44,57.13087170000017,,,,,,,,,57.12345929999992,57.13087170000017,57.13087170000017,57.13087170000017,57.13087170000017,57.13087170000017,57.13087170000017,,,,,,,,,,,,,,,,,,
