imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,image.started,same_text.started,different_text.started,key_resp_2.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,thanks_message.started,thank_you_message.started,thank_you_message.stopped,thanks_message.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
same/102_C2_DV.jpg,left,same,0,9,9,0,left,0.12239099992439151,None,0,9,9,9,4.800831999862567,,,,,,,,,4.792878599837422,4.800831999862567,4.800831999862567,4.800831999862567,4.800831999862567,4.932351999916136,left,0.12239099992439151,None,4.932405999861658,4.932701600017026,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,right,0.04540949990041554,None,0,10,10,10,4.950647899881005,,,,,,,,,4.943453399930149,4.950647899881005,4.950647899881005,4.950647899881005,4.950647899881005,4.999040799913928,right,0.04540949990041554,None,4.999091799836606,4.99936049990356,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,left,0.13054000004194677,None,0,11,11,11,5.01747789978981,,,,,,,,,5.009614499984309,5.01747789978981,5.01747789978981,5.01747789978981,5.01747789978981,5.149463699897751,left,0.13054000004194677,None,5.149536899989471,5.149919799994677,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,right,0.057429500157013535,None,0,12,12,12,5.170426199911162,,,,,,,,,5.163518899818882,5.170426199911162,5.170426199911162,5.170426199911162,5.170426199911162,5.232453699922189,right,0.057429500157013535,None,5.232504699844867,5.232787999790162,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,left,0.09001030004583299,None,0,13,13,13,5.250543099828064,,,,,,,,,5.242731399834156,5.250543099828064,5.250543099828064,5.250543099828064,5.250543099828064,5.349261999828741,left,0.09001030004583299,None,5.349321899935603,5.349645199952647,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,right,0.14861559984274209,None,0,14,14,14,5.367727399803698,,,,,,,,,5.361076299799606,5.367727399803698,5.367727399803698,5.367727399803698,5.367727399803698,5.53260639985092,right,0.14861559984274209,None,5.532664399826899,5.53297850000672,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,left,0.029546499950811267,None,0,15,15,15,5.551284599816427,,,,,,,,,5.544336999999359,5.551284599816427,5.551284599816427,5.551284599816427,5.551284599816427,5.5823121999856085,left,0.029546499950811267,None,5.582362100016326,5.58267889986746,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,right,0.13787480001337826,None,0,16,16,16,5.601291899802163,,,,,,,,,5.592662699986249,5.601291899802163,5.601291899802163,5.601291899802163,5.601291899802163,5.749279199866578,right,0.13787480001337826,None,5.749335199827328,5.7496238998137414,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,left,0.05267570004798472,None,0,17,17,17,5.767237799940631,,,,,,,,,5.760443799896166,5.767237799940631,5.767237799940631,5.767237799940631,5.767237799940631,5.832477199845016,left,0.05267570004798472,None,5.832528299884871,5.832844199845567,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/235_C2_DV.jpg,left,same,0,18,18,0,right,0.11357889999635518,None,0,18,18,18,5.850455199833959,,,,,,,,,5.842943999916315,5.850455199833959,5.850455199833959,5.850455199833959,5.850455199833959,5.965861500008032,right,0.11357889999635518,None,5.965914499945939,5.966211499879137,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/303_DV_C2.jpg,left,same,0,19,19,0,left,0.07670209999196231,None,0,19,19,19,5.983948699897155,,,,,,,,,5.976465499959886,5.983948699897155,5.983948699897155,5.983948699897155,5.983948699897155,6.0655258998740464,left,0.07670209999196231,None,6.0655824998393655,6.065898099914193,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/013_235_R.jpg,right,different,0,20,20,0,right,0.11150449980050325,None,0,20,20,20,6.083775899838656,,,,,,,,,6.077513299882412,6.083775899838656,6.083775899838656,6.083775899838656,6.083775899838656,6.198447899892926,right,0.11150449980050325,None,6.198511299910024,6.1988127999939024,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/019_074_L.jpg,right,different,0,21,21,0,left,0.0524963999632746,None,0,21,21,21,6.2146238998975605,,,,,,,,,6.208117499947548,6.2146238998975605,6.2146238998975605,6.2146238998975605,6.2146238998975605,6.28169949981384,left,0.0524963999632746,None,6.281759399920702,6.282072599977255,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/025_235_L.jpg,right,different,0,22,22,0,right,0.10711560002528131,None,0,22,22,22,6.297647099941969,,,,,,,,,6.291526599787176,6.297647099941969,6.297647099941969,6.297647099941969,6.297647099941969,6.415156099945307,right,0.10711560002528131,None,6.4152072998695076,6.415452299872413,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/049_218_L.jpg,right,different,0,23,23,0,left,0.0366951001342386,None,0,23,23,23,6.431162799941376,,,,,,,,,6.424003899795935,6.431162799941376,6.431162799941376,6.431162799941376,6.431162799941376,6.481603099964559,left,0.0366951001342386,None,6.481652099872008,6.481936199823394,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/076_109_R.jpg,right,different,0,24,24,0,right,0.10572110000066459,None,0,24,24,24,6.4977286998182535,,,,,,,,,6.4905542999040335,6.4977286998182535,6.4977286998182535,6.4977286998182535,6.4977286998182535,6.614880600012839,right,0.10572110000066459,None,6.614931099815294,6.615175799932331,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/077_133_R.jpg,right,different,0,25,25,0,left,0.19705409999005497,None,0,25,25,25,6.631115399999544,,,,,,,,,6.622714399825782,6.631115399999544,6.631115399999544,6.631115399999544,6.631115399999544,6.832051299978048,left,0.19705409999005497,None,6.832123199943453,6.83252409985289,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/091_283_R.jpg,right,different,0,26,26,0,right,0.15693840011954308,None,0,26,26,26,6.847792699933052,,,,,,,,,6.8429695998784155,6.847792699933052,6.847792699933052,6.847792699933052,6.847792699933052,7.015574499964714,right,0.15693840011954308,None,7.015663599828258,7.016155699966475,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/092_283_L.jpg,right,different,0,27,27,0,left,0.14545050007291138,None,0,27,27,27,7.034830599790439,,,,,,,,,7.0308736998122185,7.034830599790439,7.034830599790439,7.034830599790439,7.034830599790439,7.181578999850899,left,0.14545050007291138,None,7.181629499886185,7.181894899811596,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/102_224_R.jpg,right,different,0,28,28,0,right,0.2782645998522639,None,0,28,28,28,7.197626599809155,,,,,,,,,7.19013539981097,7.197626599809155,7.197626599809155,7.197626599809155,7.197626599809155,7.482033199863508,right,0.2782645998522639,None,7.482114799786359,7.482565899845213,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/106_224_L.jpg,right,different,0,29,29,0,left,0.3468394000083208,None,0,29,29,29,7.497563499957323,,,,,,,,,7.4930757998954505,7.497563499957323,7.497563499957323,7.497563499957323,7.497563499957323,7.848371099913493,left,0.3468394000083208,None,7.84843279980123,7.848757699830458,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/116_067_R.jpg,right,different,0,30,30,0,right,0.14043909986503422,None,0,30,30,30,7.86423569987528,,,,,,,,,7.857884499942884,7.86423569987528,7.86423569987528,7.86423569987528,7.86423569987528,8.015047599794343,right,0.14043909986503422,None,8.015101399971172,8.015399899799377,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/120_133_R.jpg,right,different,0,31,31,0,left,0.09349100012332201,None,0,31,31,31,8.03107349993661,,,,,,,,,8.024813299998641,8.03107349993661,8.03107349993661,8.03107349993661,8.03107349993661,8.131715399911627,left,0.09349100012332201,None,8.131770099978894,8.132086199941114,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/132_210_R.jpg,right,different,0,32,32,0,right,0.16763520007953048,None,0,32,32,32,8.147886699996889,,,,,,,,,8.141594299813733,8.147886699996889,8.147886699996889,8.147886699996889,8.147886699996889,8.331335299881175,right,0.16763520007953048,None,8.331396299879998,8.331693499814719,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/143_254_R.jpg,right,different,0,33,33,0,left,0.14528920012526214,None,0,33,33,33,8.347400799859315,,,,,,,,,8.341128899948671,8.347400799859315,8.347400799859315,8.347400799859315,8.347400799859315,8.498410400003195,left,0.14528920012526214,None,8.49848819989711,8.498912499984726,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/209_224_R.jpg,right,different,0,34,34,0,right,0.28268219996243715,None,0,34,34,34,8.514227799838409,,,,,,,,,8.509134699823335,8.514227799838409,8.514227799838409,8.514227799838409,8.514227799838409,8.798459699843079,right,0.28268219996243715,None,8.79852129984647,8.798842399846762,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/254_287_L.jpg,right,different,0,35,35,0,left,0.1897618998773396,None,0,35,35,35,8.814000099897385,,,,,,,,,8.809048399794847,8.814000099897385,8.814000099897385,8.814000099897385,8.814000099897385,9.014733999967575,left,0.1897618998773396,None,9.014803199796006,9.015144199831411,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/261_254_L.jpg,right,different,0,36,36,0,right,0.13321670005097985,None,0,36,36,36,9.030813899822533,,,,,,,,,9.02587109990418,9.030813899822533,9.030813899822533,9.030813899822533,9.030813899822533,9.165935499826446,right,0.13321670005097985,None,9.16603729990311,9.166586000006646,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/282_108_R.jpg,right,different,0,37,37,0,left,0.11086310003884137,None,0,37,37,37,9.1812915999908,,,,,,,,,9.17771720001474,9.1812915999908,9.1812915999908,9.1812915999908,9.1812915999908,9.298171299975365,left,0.11086310003884137,None,9.298224399797618,9.298516299808398,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/296_235_L.jpg,right,different,0,38,38,0,right,0.185491600073874,None,0,38,38,38,9.31392339989543,,,,,,,,,9.30767499981448,9.31392339989543,9.31392339989543,9.31392339989543,9.31392339989543,9.514995299978182,right,0.185491600073874,None,9.515052899951115,9.515353599796072,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
different/303_037_R.jpg,right,different,0,39,39,0,left,0.12182669993489981,None,0,39,39,39,9.530761499889195,,,,,,,,,9.525114399846643,9.530761499889195,9.530761499889195,9.530761499889195,9.530761499889195,9.665204899851233,left,0.12182669993489981,None,9.665282499976456,9.665705799823627,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/020_C2_DV.jpg,left,same,180,40,40,0,right,0.14747189986519516,None,0,40,40,40,9.688562699826434,,,,,,,,,9.680748399812728,9.688562699826434,9.688562699826434,9.688562699826434,9.688562699826434,9.848579599987715,right,0.14747189986519516,None,9.848633099813014,9.848931799875572,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/025_C2_DV.jpg,left,same,180,41,41,0,left,0.24040509993210435,None,0,41,41,41,9.866762499790639,,,,,,,,,9.859601799864322,9.866762499790639,9.866762499790639,9.866762499790639,9.866762499790639,10.115178399952129,left,0.24040509993210435,None,10.115238399943337,10.115559899946675,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/068_C2_DV.jpg,left,same,180,42,42,0,right,0.30225070007145405,None,0,42,42,42,10.13364139990881,,,,,,,,,10.127052799798548,10.13364139990881,10.13364139990881,10.13364139990881,10.13364139990881,10.448704899987206,right,0.30225070007145405,None,10.44879119982943,10.449154899921268,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/069_C2_DV.jpg,left,same,180,43,43,0,left,0.03214550018310547,None,0,43,43,43,10.467776299919933,,,,,,,,,10.460939100012183,10.467776299919933,10.467776299919933,10.467776299919933,10.467776299919933,10.514938700012863,left,0.03214550018310547,None,10.514983299886808,10.515232099918649,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/074_C2_DV.jpg,left,same,180,44,44,0,right,0.10287059983238578,None,0,44,44,44,10.533414899837226,,,,,,,,,10.52469059987925,10.533414899837226,10.533414899837226,10.533414899837226,10.533414899837226,10.648277299944311,right,0.10287059983238578,None,10.648333299905062,10.64859649981372,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/075_DV_C2.jpg,left,same,180,45,45,0,left,0.018526299856603146,None,0,45,45,45,10.66665679984726,,,,,,,,,10.658566899830475,10.66665679984726,10.66665679984726,10.66665679984726,10.66665679984726,10.698356699896976,left,0.018526299856603146,None,10.698407299816608,10.698684399947524,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/081_C2_DV.jpg,left,same,180,46,46,0,right,0.1030019000172615,None,0,46,46,46,10.716546299867332,,,,,,,,,10.709076199913397,10.716546299867332,10.716546299867332,10.716546299867332,10.716546299867332,10.831521299900487,right,0.1030019000172615,None,10.83157269982621,10.831848899833858,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/085_C2_DV.jpg,left,same,180,47,47,0,left,0.15354149998165667,None,0,47,47,47,10.850348199950531,,,,,,,,,10.842025899793953,10.850348199950531,10.850348199950531,10.850348199950531,10.850348199950531,11.015325099928305,left,0.15354149998165667,None,11.01540659996681,11.015921699814498,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/092_C2_DV.jpg,left,same,180,48,48,0,right,0.1031927999574691,None,0,48,48,48,11.037327599944547,,,,,,,,,11.030185099923983,11.037327599944547,11.037327599944547,11.037327599944547,11.037327599944547,11.14847689983435,right,0.1031927999574691,None,11.148527999874204,11.148802599869668,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/102_C2_DV.jpg,left,same,180,49,49,0,left,0.12597839999943972,None,0,49,49,49,11.166680199792609,,,,,,,,,11.159300799947232,11.166680199792609,11.166680199792609,11.166680199792609,11.166680199792609,11.298377899918705,left,0.12597839999943972,None,11.29843209986575,11.298715199809521,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/108_DV_C2.jpg,left,same,180,50,50,0,right,0.1350910000037402,None,0,50,50,50,11.316859899787232,,,,,,,,,11.308617499889806,11.316859899787232,11.316859899787232,11.316859899787232,11.316859899787232,11.46485669980757,right,0.1350910000037402,None,11.464910399867222,11.465214099967852,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/115_C2_DV.jpg,left,same,180,51,51,0,left,0.12890379992313683,None,0,51,51,51,11.48334509995766,,,,,,,,,11.475979999871925,11.48334509995766,11.48334509995766,11.48334509995766,11.48334509995766,11.615319199860096,left,0.12890379992313683,None,11.615372799802572,11.61565939988941,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/120_DV_C2.jpg,left,same,180,52,52,0,right,0.12201629998162389,None,0,52,52,52,11.633097499841824,,,,,,,,,11.625470699975267,11.633097499841824,11.633097499841824,11.633097499841824,11.633097499841824,11.76501699979417,right,0.12201629998162389,None,11.765071599977091,11.76536379987374,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/129_C2_DV.jpg,left,same,180,53,53,0,left,0.10873270011506975,None,0,53,53,53,11.7833657998126,,,,,,,,,11.77593329991214,11.7833657998126,11.7833657998126,11.7833657998126,11.7833657998126,11.898510999977589,left,0.10873270011506975,None,11.898582799825817,11.89898749999702,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/136_C2_DV.jpg,left,same,180,54,54,0,right,0.10082160006277263,None,0,54,54,54,11.919942199951038,,,,,,,,,11.912923199823126,11.919942199951038,11.919942199951038,11.919942199951038,11.919942199951038,12.03190329996869,right,0.10082160006277263,None,12.03196519985795,12.032296699937433,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/139_DV_C2.jpg,left,same,180,55,55,0,left,0.06526180007494986,None,0,55,55,55,12.05113109992817,,,,,,,,,12.04428069991991,12.05113109992817,12.05113109992817,12.05113109992817,12.05113109992817,12.1316150999628,left,0.06526180007494986,None,12.131665099877864,12.131942899897695,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/168_C2_DV.jpg,left,same,180,56,56,0,right,0.10248710005544126,None,0,56,56,56,12.149892299901694,,,,,,,,,12.14201599988155,12.149892299901694,12.149892299901694,12.149892299901694,12.149892299901694,12.2649654999841,right,0.10248710005544126,None,12.265025699976832,12.265305100008845,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/170_DV_C2.jpg,left,same,180,57,57,0,left,0.04841960011981428,None,0,57,57,57,12.283497900003567,,,,,,,,,12.27614999981597,12.283497900003567,12.283497900003567,12.283497900003567,12.283497900003567,12.348166499985382,left,0.04841960011981428,None,12.348217899911106,12.348499099956825,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
same/235_C2_DV.jpg,left,same,180,58,58,0,right,0.10954160010442138,None,0,58,58,58,12.366418999852613,,,,,,,,,12.35845739999786,12.366418999852613,12.366418999852613,12.366418999852613,12.366418999852613,12.482210299931467,right,0.10954160010442138,None,12.482292599976063,12.482728199800476,,,,,998313,,,001,2024-12-26_22h25.22.668,glasgowFaceRecognition-Yagmur,2024.2.4,60.04166892797383,2024-12-26 22h25.38.890144 +0300,
