imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,arrow_left.started,arrow_right.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
same/102_C2_DV.jpg,left,same,0,9,9,0,left,0.14958069999988766,None,0,9,9,9,10.435045899999977,,,,,,,,,10.427206500000011,10.435045899999977,10.435045899999977,10.435045899999977,10.435045899999977,10.435045899999977,10.435045899999977,10.600578799999994,left,0.14958069999988766,None,10.600656500000014,10.601057099999935,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,right,0.1801453999999012,None,0,10,10,10,10.620459799999935,,,,,,,,,10.61334880000004,10.620459799999935,10.620459799999935,10.620459799999935,10.620459799999935,10.620459799999935,10.620459799999935,10.817280799999935,right,0.1801453999999012,None,10.817354300000034,10.817731999999978,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,left,0.12293150000004971,None,0,11,11,11,10.836492800000087,,,,,,,,,10.82975579999993,10.836492800000087,10.836492800000087,10.836492800000087,10.836492800000087,10.836492800000087,10.836492800000087,10.96723780000002,left,0.12293150000004971,None,10.967300900000055,10.96765419999997,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,right,0.20787140000015825,None,0,12,12,12,10.985503999999992,,,,,,,,,10.977839800000083,10.985503999999992,10.985503999999992,10.985503999999992,10.985503999999992,10.985503999999992,10.985503999999992,11.200695700000097,right,0.20787140000015825,None,11.20075020000013,11.201021999999966,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,left,0.23057119999998577,None,0,13,13,13,11.218479699999989,,,,,,,,,11.209894000000077,11.218479699999989,11.218479699999989,11.218479699999989,11.218479699999989,11.218479699999989,11.218479699999989,11.45070140000007,left,0.23057119999998577,None,11.450794300000098,11.451217999999926,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,right,0.34711700000002566,None,0,14,14,14,11.468775300000061,,,,,,,,,11.461887800000113,11.468775300000061,11.468775300000061,11.468775300000061,11.468775300000061,11.468775300000061,11.468775300000061,11.817047600000024,right,0.34711700000002566,None,11.817107000000078,11.817392800000107,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,left,0.3095531999999821,None,0,15,15,15,11.835052500000074,,,,,,,,,11.826391100000137,11.835052500000074,11.835052500000074,11.835052500000074,11.835052500000074,11.835052500000074,11.835052500000074,12.150307800000064,left,0.3095531999999821,None,12.150367899999992,12.150667800000065,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,right,0.3046572999999171,None,0,16,16,16,12.168046799999956,,,,,,,,,12.160193200000094,12.168046799999956,12.168046799999956,12.168046799999956,12.168046799999956,12.168046799999956,12.168046799999956,12.483959700000014,right,0.3046572999999171,None,12.484030200000007,12.484376999999995,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,left,0.3288186999998288,None,0,17,17,17,12.503087900000082,,,,,,,,,12.49579349999999,12.503087900000082,12.503087900000082,12.503087900000082,12.503087900000082,12.503087900000082,12.503087900000082,12.833747200000062,left,0.3288186999998288,None,12.833817100000033,12.834149300000036,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/235_C2_DV.jpg,left,same,0,18,18,0,right,0.3009047999998984,None,0,18,18,18,12.851677399999971,,,,,,,,,12.844168900000113,12.851677399999971,12.851677399999971,12.851677399999971,12.851677399999971,12.851677399999971,12.851677399999971,13.16658869999992,right,0.3009047999998984,None,13.16664609999998,13.166943100000026,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/303_DV_C2.jpg,left,same,0,19,19,0,left,0.14444750000006934,None,0,19,19,19,13.184864399999924,,,,,,,,,13.175938200000019,13.184864399999924,13.184864399999924,13.184864399999924,13.184864399999924,13.184864399999924,13.184864399999924,13.333698599999934,left,0.14444750000006934,None,13.333769000000075,13.334105399999999,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/013_235_R.jpg,right,different,0,20,20,0,right,0.1630669000001035,None,0,20,20,20,13.357462299999952,,,,,,,,,13.351414299999988,13.357462299999952,13.357462299999952,13.357462299999952,13.357462299999952,13.357462299999952,13.357462299999952,13.532787699999972,right,0.1630669000001035,None,13.532842099999925,13.533109299999978,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/019_074_L.jpg,right,different,0,21,21,0,left,0.09135779999996885,None,0,21,21,21,13.548811999999998,,,,,,,,,13.54171969999993,13.548811999999998,13.548811999999998,13.548811999999998,13.548811999999998,13.548811999999998,13.548811999999998,13.64945630000011,left,0.09135779999996885,None,13.649511099999927,13.6498031000001,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/025_235_L.jpg,right,different,0,22,22,0,right,0.2079659000000902,None,0,22,22,22,13.6654774000001,,,,,,,,,13.658376399999952,13.6654774000001,13.6654774000001,13.6654774000001,13.6654774000001,13.6654774000001,13.6654774000001,13.882622999999967,right,0.2079659000000902,None,13.882678500000111,13.882944700000053,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/049_218_L.jpg,right,different,0,23,23,0,left,0.1255670000000464,None,0,23,23,23,13.898712599999953,,,,,,,,,13.89179820000004,13.898712599999953,13.898712599999953,13.898712599999953,13.898712599999953,13.898712599999953,13.898712599999953,14.032692400000087,left,0.1255670000000464,None,14.03274680000004,14.03299579999998,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/076_109_R.jpg,right,different,0,24,24,0,right,0.19210050000015144,None,0,24,24,24,14.048615500000096,,,,,,,,,14.041559799999959,14.048615500000096,14.048615500000096,14.048615500000096,14.048615500000096,14.048615500000096,14.048615500000096,14.249199200000021,right,0.19210050000015144,None,14.249253200000112,14.249581999999918,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/077_133_R.jpg,right,different,0,25,25,0,left,0.1420181999999386,None,0,25,25,25,14.265408799999932,,,,,,,,,14.25766150000004,14.265408799999932,14.265408799999932,14.265408799999932,14.265408799999932,14.265408799999932,14.265408799999932,14.415905099999918,left,0.1420181999999386,None,14.415960799999993,14.416276500000095,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/091_283_R.jpg,right,different,0,26,26,0,right,0.18442269999991368,None,0,26,26,26,14.432056800000055,,,,,,,,,14.424656599999935,14.432056800000055,14.432056800000055,14.432056800000055,14.432056800000055,14.432056800000055,14.432056800000055,14.632797400000072,right,0.18442269999991368,None,14.632859100000132,14.633172699999932,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/092_283_L.jpg,right,different,0,27,27,0,left,0.1605466000000888,None,0,27,27,27,14.64852380000002,,,,,,,,,14.643087899999955,14.64852380000002,14.64852380000002,14.64852380000002,14.64852380000002,14.64852380000002,14.64852380000002,14.8160855000001,left,0.1605466000000888,None,14.816139799999974,14.816425799999934,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/102_224_R.jpg,right,different,0,28,28,0,right,0.1677958000000217,None,0,28,28,28,14.831780600000002,,,,,,,,,14.825368400000116,14.831780600000002,14.831780600000002,14.831780600000002,14.831780600000002,14.831780600000002,14.831780600000002,15.016079499999933,right,0.1677958000000217,None,15.01613610000004,15.016424500000085,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/106_224_L.jpg,right,different,0,29,29,0,left,0.0953609000000597,None,0,29,29,29,15.03210110000009,,,,,,,,,15.025441700000101,15.03210110000009,15.03210110000009,15.03210110000009,15.03210110000009,15.03210110000009,15.03210110000009,15.132663900000125,left,0.0953609000000597,None,15.132719700000052,15.133003800000097,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/116_067_R.jpg,right,different,0,30,30,0,right,0.21962940000003073,None,0,30,30,30,15.148800700000038,,,,,,,,,15.141673500000024,15.148800700000038,15.148800700000038,15.148800700000038,15.148800700000038,15.148800700000038,15.148800700000038,15.382569000000103,right,0.21962940000003073,None,15.382622999999967,15.38289090000012,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/120_133_R.jpg,right,different,0,31,31,0,left,0.20087409999996453,None,0,31,31,31,15.398770100000092,,,,,,,,,15.391072599999916,15.398770100000092,15.398770100000092,15.398770100000092,15.398770100000092,15.398770100000092,15.398770100000092,15.615831000000071,left,0.20087409999996453,None,15.615884900000083,15.616156499999988,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/132_210_R.jpg,right,different,0,32,32,0,right,0.19317679999994652,None,0,32,32,32,15.63190899999995,,,,,,,,,15.624547500000062,15.63190899999995,15.63190899999995,15.63190899999995,15.63190899999995,15.63190899999995,15.63190899999995,15.832419999999956,right,0.19317679999994652,None,15.832474199999979,15.832719600000019,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/143_254_R.jpg,right,different,0,33,33,0,left,0.16014029999996637,None,0,33,33,33,15.848589599999968,,,,,,,,,15.840973099999928,15.848589599999968,15.848589599999968,15.848589599999968,15.848589599999968,15.848589599999968,15.848589599999968,16.015736099999913,left,0.16014029999996637,None,16.0157964,16.016105700000026,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/209_224_R.jpg,right,different,0,34,34,0,right,0.10468359999981658,None,0,34,34,34,16.0319257000001,,,,,,,,,16.024381500000118,16.0319257000001,16.0319257000001,16.0319257000001,16.0319257000001,16.0319257000001,16.0319257000001,16.148963500000036,right,0.10468359999981658,None,16.14901789999999,16.149266099999977,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/254_287_L.jpg,right,different,0,35,35,0,left,0.1792887999999948,None,0,35,35,35,16.165226600000096,,,,,,,,,16.157866799999965,16.165226600000096,16.165226600000096,16.165226600000096,16.165226600000096,16.165226600000096,16.165226600000096,16.34902729999999,left,0.1792887999999948,None,16.34908530000007,16.349405100000013,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/261_254_L.jpg,right,different,0,36,36,0,right,0.10633110000003398,None,0,36,36,36,16.365260000000035,,,,,,,,,16.358198800000082,16.365260000000035,16.365260000000035,16.365260000000035,16.365260000000035,16.365260000000035,16.365260000000035,16.482347000000118,right,0.10633110000003398,None,16.482402500000035,16.482679700000062,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/282_108_R.jpg,right,different,0,37,37,0,right,0.549568200000067,None,0,37,37,37,16.49846300000013,,,,,,,,,16.49081410000008,16.49846300000013,16.49846300000013,16.49846300000013,16.49846300000013,16.49846300000013,16.49846300000013,17.04947070000003,right,0.549568200000067,None,17.049543099999937,17.049895200000037,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/296_235_L.jpg,right,different,0,38,38,0,left,0.16647709999983817,None,0,38,38,38,17.065220299999964,,,,,,,,,17.060760699999946,17.065220299999964,17.065220299999964,17.065220299999964,17.065220299999964,17.065220299999964,17.065220299999964,17.232741700000133,left,0.16647709999983817,None,17.232799200000045,17.233100599999943,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
different/303_037_R.jpg,right,different,0,39,39,0,right,0.24790949999987788,None,0,39,39,39,17.248378499999944,,,,,,,,,17.243604100000084,17.248378499999944,17.248378499999944,17.248378499999944,17.248378499999944,17.248378499999944,17.248378499999944,17.49881879999998,right,0.24790949999987788,None,17.49887250000006,17.499205099999926,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/020_C2_DV.jpg,left,same,180,40,40,0,right,0.2418668999998772,None,0,40,40,40,17.518982699999924,,,,,,,,,17.509825500000034,17.518982699999924,17.518982699999924,17.518982699999924,17.518982699999924,17.518982699999924,17.518982699999924,17.766317500000014,right,0.2418668999998772,None,17.766372400000137,17.76664370000003,794566,,,001,2024-12-26_23h06.30.055,glasgowFaceRecognition-Yagmur,2024.2.4,59.95387149126976,2024-12-26 23h06.38.719875 +0300,
same/025_C2_DV.jpg,left,same,180,41,41,0,,,,0,41,41,41,17.784215700000004,,,,,,,,,17.775573200000053,17.784215700000004,17.784215700000004,17.784215700000004,17.784215700000004,17.784215700000004,17.784215700000004,,,,,,,,,,,,,,,,
