imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,polygon.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,thanks_message.started,thank_you_message.started,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
same/102_C2_DV.jpg,left,same,0,9,9,0,right,0.08903459999999086,None,0,9,9,9,5.227715499999931,,,,,,,,,5.220420300000001,5.227715499999931,5.227715499999931,5.227715499999931,5.227715499999931,5.227715499999931,5.325877399999968,right,0.08903459999999086,None,5.3259336999999505,5.326180999999906,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,left,0.06925100000000839,None,0,10,10,10,5.344156599999906,,,,,,,,,5.336569699999927,5.344156599999906,5.344156599999906,5.344156599999906,5.344156599999906,5.344156599999906,5.4256196000000045,left,0.06925100000000839,None,5.425675799999908,5.4259497999998985,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,right,0.07279200000004948,None,0,11,11,11,5.444358299999976,,,,,,,,,5.437121099999899,5.444358299999976,5.444358299999976,5.444358299999976,5.444358299999976,5.444358299999976,5.52574489999995,right,0.07279200000004948,None,5.52581019999991,5.526064099999985,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,left,0.0928647999999157,None,0,12,12,12,5.543988199999944,,,,,,,,,5.536481999999978,5.543988199999944,5.543988199999944,5.543988199999944,5.543988199999944,5.543988199999944,5.6423487999999224,left,0.0928647999999157,None,5.642408099999898,5.642739699999993,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,right,0.07734589999995478,None,0,13,13,13,5.662946199999965,,,,,,,,,5.6550064999998995,5.662946199999965,5.662946199999965,5.662946199999965,5.662946199999965,5.662946199999965,5.742426499999965,right,0.07734589999995478,None,5.742480199999932,5.742792099999974,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,left,0.08502039999996214,None,0,14,14,14,5.7605974999999034,,,,,,,,,5.753356499999995,5.7605974999999034,5.7605974999999034,5.7605974999999034,5.7605974999999034,5.7605974999999034,5.858851499999901,left,0.08502039999996214,None,5.858907199999976,5.859168499999896,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,right,0.0627863999999363,None,0,15,15,15,5.877485999999976,,,,,,,,,5.869815999999901,5.877485999999976,5.877485999999976,5.877485999999976,5.877485999999976,5.877485999999976,5.942133799999965,right,0.0627863999999363,None,5.942191099999945,5.942491299999915,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,left,0.0852717999999868,None,0,16,16,16,5.960559799999942,,,,,,,,,5.953036999999995,5.960559799999942,5.960559799999942,5.960559799999942,5.960559799999942,5.960559799999942,6.058669099999975,left,0.0852717999999868,None,6.058725299999992,6.059005999999954,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,right,0.10413859999994202,None,0,17,17,17,6.077365399999962,,,,,,,,,6.069889999999987,6.077365399999962,6.077365399999962,6.077365399999962,6.077365399999962,6.077365399999962,6.192044899999928,right,0.10413859999994202,None,6.19210309999994,6.192383899999982,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/235_C2_DV.jpg,left,same,0,18,18,0,left,0.0579778000000033,None,0,18,18,18,6.2107835999999,,,,,,,,,6.203029899999933,6.2107835999999,6.2107835999999,6.2107835999999,6.2107835999999,6.2107835999999,6.275348199999939,left,0.0579778000000033,None,6.275404999999978,6.275682399999937,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/303_DV_C2.jpg,left,same,0,19,19,0,right,0.09606939999991937,None,0,19,19,19,6.293978799999991,,,,,,,,,6.28631079999991,6.293978799999991,6.293978799999991,6.293978799999991,6.293978799999991,6.293978799999991,6.392157099999963,right,0.09606939999991937,None,6.3922194999998965,6.392499099999895,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/013_235_R.jpg,right,different,0,20,20,0,left,0.02913279999995666,None,0,20,20,20,6.4162990999999465,,,,,,,,,6.409619699999894,6.4162990999999465,6.4162990999999465,6.4162990999999465,6.4162990999999465,6.4162990999999465,6.457838999999922,left,0.02913279999995666,None,6.45790199999999,6.458213799999953,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/019_074_L.jpg,right,different,0,21,21,0,right,0.13812849999999344,None,0,21,21,21,6.474004499999978,,,,,,,,,6.468004699999938,6.474004499999978,6.474004499999978,6.474004499999978,6.474004499999978,6.474004499999978,6.624672099999998,right,0.13812849999999344,None,6.624731099999963,6.624972699999944,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/025_235_L.jpg,right,different,0,22,22,0,left,0.03566150000006019,None,0,22,22,22,6.640625199999931,,,,,,,,,6.634940599999936,6.640625199999931,6.640625199999931,6.640625199999931,6.640625199999931,6.640625199999931,6.691281599999911,left,0.03566150000006019,None,6.691338099999939,6.691623699999923,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/049_218_L.jpg,right,different,0,23,23,0,right,0.06587479999996049,None,0,23,23,23,6.70724759999996,,,,,,,,,6.702347399999894,6.70724759999996,6.70724759999996,6.70724759999996,6.70724759999996,6.70724759999996,6.774695899999983,right,0.06587479999996049,None,6.774751699999911,6.775001199999906,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/076_109_R.jpg,right,different,0,24,24,0,left,0.09503359999996519,None,0,24,24,24,6.790624999999977,,,,,,,,,6.785023199999955,6.790624999999977,6.790624999999977,6.790624999999977,6.790624999999977,6.790624999999977,6.891274199999998,left,0.09503359999996519,None,6.891373399999907,6.891695299999924,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/077_133_R.jpg,right,different,0,25,25,0,right,0.09022609999999531,None,0,25,25,25,6.907458699999893,,,,,,,,,6.90271139999993,6.907458699999893,6.907458699999893,6.907458699999893,6.907458699999893,6.907458699999893,7.007932099999948,right,0.09022609999999531,None,7.007999499999983,7.008332599999903,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/091_283_R.jpg,right,different,0,26,26,0,left,0.08367860000009841,None,0,26,26,26,7.025151699999924,,,,,,,,,7.020611599999938,7.025151699999924,7.025151699999924,7.025151699999924,7.025151699999924,7.025151699999924,7.124334599999997,left,0.08367860000009841,None,7.1243915000000015,7.124666699999921,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/092_283_L.jpg,right,different,0,27,27,0,right,0.07229129999996076,None,0,27,27,27,7.140560099999902,,,,,,,,,7.136444600000004,7.140560099999902,7.140560099999902,7.140560099999902,7.140560099999902,7.140560099999902,7.224325799999974,right,0.07229129999996076,None,7.224382099999957,7.224656199999913,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/102_224_R.jpg,right,different,0,28,28,0,left,0.07707600000003367,None,0,28,28,28,7.240495399999986,,,,,,,,,7.23635129999991,7.240495399999986,7.240495399999986,7.240495399999986,7.240495399999986,7.240495399999986,7.32413269999995,left,0.07707600000003367,None,7.324189599999954,7.324461399999905,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/106_224_L.jpg,right,different,0,29,29,0,right,0.08082600000000184,None,0,29,29,29,7.340482699999939,,,,,,,,,7.335215199999993,7.340482699999939,7.340482699999939,7.340482699999939,7.340482699999939,7.340482699999939,7.4241865999999845,right,0.08082600000000184,None,7.424250499999971,7.424561100000005,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/116_067_R.jpg,right,different,0,30,30,0,left,0.0768530999999939,None,0,30,30,30,7.440481199999908,,,,,,,,,7.435775699999908,7.440481199999908,7.440481199999908,7.440481199999908,7.440481199999908,7.440481199999908,7.524111399999924,left,0.0768530999999939,None,7.524166899999955,7.524436499999979,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/120_133_R.jpg,right,different,0,31,31,0,right,0.0648558000000321,None,0,31,31,31,7.540350999999987,,,,,,,,,7.535045099999934,7.540350999999987,7.540350999999987,7.540350999999987,7.540350999999987,7.540350999999987,7.607714499999929,right,0.0648558000000321,None,7.607770999999957,7.608055100000001,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/132_210_R.jpg,right,different,0,32,32,0,left,0.09362940000005437,None,0,32,32,32,7.62358299999994,,,,,,,,,7.617757299999994,7.62358299999994,7.62358299999994,7.62358299999994,7.62358299999994,7.62358299999994,7.724535299999957,left,0.09362940000005437,None,7.724596999999903,7.724865399999999,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/143_254_R.jpg,right,different,0,33,33,0,right,0.09686420000002727,None,0,33,33,33,7.740248399999928,,,,,,,,,7.734738300000004,7.740248399999928,7.740248399999928,7.740248399999928,7.740248399999928,7.740248399999928,7.840733299999897,right,0.09686420000002727,None,7.840792899999997,7.841151199999899,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/209_224_R.jpg,right,different,0,34,34,0,left,0.09164180000004762,None,0,34,34,34,7.857147199999986,,,,,,,,,7.851541899999916,7.857147199999986,7.857147199999986,7.857147199999986,7.857147199999986,7.857147199999986,7.9572941999999784,left,0.09164180000004762,None,7.957351199999948,7.95762579999996,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/254_287_L.jpg,right,different,0,35,35,0,right,0.07982120000008308,None,0,35,35,35,7.973697199999947,,,,,,,,,7.967473699999914,7.973697199999947,7.973697199999947,7.973697199999947,7.973697199999947,7.973697199999947,8.057428200000004,right,0.07982120000008308,None,8.057485799999995,8.057783900000004,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/261_254_L.jpg,right,different,0,36,36,0,left,0.027739599999904385,None,0,36,36,36,8.073512199999982,,,,,,,,,8.068238899999983,8.073512199999982,8.073512199999982,8.073512199999982,8.073512199999982,8.073512199999982,8.107616899999925,left,0.027739599999904385,None,8.107677099999933,8.10794999999996,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/282_108_R.jpg,right,different,0,37,37,0,right,0.12141770000005181,None,0,37,37,37,8.123633199999972,,,,,,,,,8.118160999999986,8.123633199999972,8.123633199999972,8.123633199999972,8.123633199999972,8.123633199999972,8.257409199999984,right,0.12141770000005181,None,8.257470799999965,8.257802599999991,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/296_235_L.jpg,right,different,0,38,38,0,left,0.0918515999999272,None,0,38,38,38,8.273561199999904,,,,,,,,,8.269135899999924,8.273561199999904,8.273561199999904,8.273561199999904,8.273561199999904,8.273561199999904,8.374101899999914,left,0.0918515999999272,None,8.374163599999974,8.374492199999963,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
different/303_037_R.jpg,right,different,0,39,39,0,right,0.07776979999994182,None,0,39,39,39,8.390452799999935,,,,,,,,,8.384583999999904,8.390452799999935,8.390452799999935,8.390452799999935,8.390452799999935,8.390452799999935,8.474196899999924,right,0.07776979999994182,None,8.474258599999985,8.474576499999898,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/020_C2_DV.jpg,left,same,180,40,40,0,left,0.09536839999998392,None,0,40,40,40,8.494689199999925,,,,,,,,,8.484905099999992,8.494689199999925,8.494689199999925,8.494689199999925,8.494689199999925,8.494689199999925,8.591689799999926,left,0.09536839999998392,None,8.591747599999962,8.592022399999905,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/025_C2_DV.jpg,left,same,180,41,41,0,right,0.09170260000007602,None,0,41,41,41,8.609958599999914,,,,,,,,,8.601149599999985,8.609958599999914,8.609958599999914,8.609958599999914,8.609958599999914,8.609958599999914,8.708241999999927,right,0.09170260000007602,None,8.708299199999942,8.708571299999903,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/068_C2_DV.jpg,left,same,180,42,42,0,left,0.08547140000007403,None,0,42,42,42,8.726702599999953,,,,,,,,,8.717580399999974,8.726702599999953,8.726702599999953,8.726702599999953,8.726702599999953,8.726702599999953,8.824939299999983,left,0.08547140000007403,None,8.824996199999987,8.82526949999999,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/069_C2_DV.jpg,left,same,180,43,43,0,right,0.05800819999990381,None,0,43,43,43,8.843267999999966,,,,,,,,,8.834312499999896,8.843267999999966,8.843267999999966,8.843267999999966,8.843267999999966,8.843267999999966,8.908772799999952,right,0.05800819999990381,None,8.908830299999977,8.909113899999966,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/074_C2_DV.jpg,left,same,180,44,44,0,left,0.0948867000000746,None,0,44,44,44,8.926388699999961,,,,,,,,,8.918049099999962,8.926388699999961,8.926388699999961,8.926388699999961,8.926388699999961,8.926388699999961,9.025026099999991,left,0.0948867000000746,None,9.025090599999999,9.025364999999965,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/075_DV_C2.jpg,left,same,180,45,45,0,right,0.0738074000000779,None,0,45,45,45,9.043188999999984,,,,,,,,,9.034398199999941,9.043188999999984,9.043188999999984,9.043188999999984,9.043188999999984,9.043188999999984,9.125169999999912,right,0.0738074000000779,None,9.125233099999946,9.12550699999997,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/081_C2_DV.jpg,left,same,180,46,46,0,left,0.10256860000004053,None,0,46,46,46,9.143075599999975,,,,,,,,,9.134910899999909,9.143075599999975,9.143075599999975,9.143075599999975,9.143075599999975,9.143075599999975,9.258231699999897,left,0.10256860000004053,None,9.25829269999997,9.258575500000006,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/085_C2_DV.jpg,left,same,180,47,47,0,right,0.072845099999995,None,0,47,47,47,9.27655649999997,,,,,,,,,9.267753499999912,9.27655649999997,9.27655649999997,9.27655649999997,9.27655649999997,9.27655649999997,9.358628899999985,right,0.072845099999995,None,9.358684100000005,9.358953199999974,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/092_C2_DV.jpg,left,same,180,48,48,0,left,0.10052419999999529,None,0,48,48,48,9.376496499999917,,,,,,,,,9.367897099999936,9.376496499999917,9.376496499999917,9.376496499999917,9.376496499999917,9.376496499999917,9.491589699999963,left,0.10052419999999529,None,9.49164769999993,9.491965699999923,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/102_C2_DV.jpg,left,same,180,49,49,0,right,0.05670059999999921,None,0,49,49,49,9.516439499999933,,,,,,,,,9.509078299999942,9.516439499999933,9.516439499999933,9.516439499999933,9.516439499999933,9.516439499999933,9.57521399999996,right,0.05670059999999921,None,9.575271999999927,9.575551799999971,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/108_DV_C2.jpg,left,same,180,50,50,0,left,0.08272539999995843,None,0,50,50,50,9.593201799999974,,,,,,,,,9.584587799999895,9.593201799999974,9.593201799999974,9.593201799999974,9.593201799999974,9.593201799999974,9.691699099999937,left,0.08272539999995843,None,9.691756399999917,9.692034399999898,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/115_C2_DV.jpg,left,same,180,51,51,0,right,0.07993420000002516,None,0,51,51,51,9.709985899999992,,,,,,,,,9.701085399999897,9.709985899999992,9.709985899999992,9.709985899999992,9.709985899999992,9.709985899999992,9.793994999999995,right,0.07993420000002516,None,9.794199299999946,9.795192099999895,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/120_DV_C2.jpg,left,same,180,52,52,0,left,0.11154399999998077,None,0,52,52,52,9.82191679999994,,,,,,,,,9.814043900000001,9.82191679999994,9.82191679999994,9.82191679999994,9.82191679999994,9.82191679999994,9.941789299999982,left,0.11154399999998077,None,9.941851799999995,9.9421372999999,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/129_C2_DV.jpg,left,same,180,53,53,0,right,0.07749570000009953,None,0,53,53,53,9.959665599999994,,,,,,,,,9.950995599999942,9.959665599999994,9.959665599999994,9.959665599999994,9.959665599999994,9.959665599999994,10.041731499999969,right,0.07749570000009953,None,10.04178719999993,10.042073499999901,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/136_C2_DV.jpg,left,same,180,54,54,0,left,0.08902900000009595,None,0,54,54,54,10.0598465999999,,,,,,,,,10.05103489999999,10.0598465999999,10.0598465999999,10.0598465999999,10.0598465999999,10.0598465999999,10.158477299999959,left,0.08902900000009595,None,10.158547399999975,10.15878239999995,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/139_DV_C2.jpg,left,same,180,55,55,0,right,0.08358720000001085,None,0,55,55,55,10.176564399999961,,,,,,,,,10.167720099999997,10.176564399999961,10.176564399999961,10.176564399999961,10.176564399999961,10.176564399999961,10.274910899999895,right,0.08358720000001085,None,10.274967399999923,10.27528469999993,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/168_C2_DV.jpg,left,same,180,56,56,0,left,0.056019100000071376,None,0,56,56,56,10.293093899999917,,,,,,,,,10.284391599999935,10.293093899999917,10.293093899999917,10.293093899999917,10.293093899999917,10.293093899999917,10.358369999999923,left,0.056019100000071376,None,10.358437899999899,10.358718199999998,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
same/170_DV_C2.jpg,left,same,180,57,57,0,right,0.12435809999999492,None,0,57,57,57,10.37641039999994,,,,,,,,,10.367631499999902,10.37641039999994,10.37641039999994,10.37641039999994,10.37641039999994,10.37641039999994,10.509309299999927,right,0.12435809999999492,None,10.509376399999951,10.509648699999957,,,375450,,,001,2024-12-26_22h51.58.338,glasgowFaceRecognition-Yagmur,2024.2.4,60.06254913870495,2024-12-26 22h52.05.293173 +0300,
