imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,arrow_left.started,arrow_right.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,thanks_message.started,thank_you_message.started,thank_you_message.stopped,thanks_message.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
same/102_C2_DV.jpg,left,same,0,9,9,0,right,0.1563734999999724,None,0,9,9,9,14.35818909999989,,,,,,,,,14.349618299999975,14.35818909999989,14.35818909999989,14.35818909999989,14.35818909999989,14.35818909999989,14.35818909999989,14.523863099999971,right,0.1563734999999724,None,14.523949700000003,14.524396399999887,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,left,0.05557120000003124,None,0,10,10,10,14.54578689999994,,,,,,,,,14.538191999999981,14.54578689999994,14.54578689999994,14.54578689999994,14.54578689999994,14.54578689999994,14.54578689999994,14.607231100000035,left,0.05557120000003124,None,14.607296500000075,14.607618600000023,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,right,0.12857129999997596,None,0,11,11,11,14.625373200000013,,,,,,,,,14.61806290000004,14.625373200000013,14.625373200000013,14.625373200000013,14.625373200000013,14.625373200000013,14.625373200000013,14.757095599999957,right,0.12857129999997596,None,14.757163799999944,14.757520699999986,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,left,0.09031000000004497,None,0,12,12,12,14.775867000000062,,,,,,,,,14.768783400000075,14.775867000000062,14.775867000000062,14.775867000000062,14.775867000000062,14.775867000000062,14.775867000000062,14.873966800000062,left,0.09031000000004497,None,14.874037499999986,14.874381300000096,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,right,0.1582056999998258,None,0,13,13,13,14.892501000000038,,,,,,,,,14.885517200000095,14.892501000000038,14.892501000000038,14.892501000000038,14.892501000000038,14.892501000000038,14.892501000000038,15.057206599999972,right,0.1582056999998258,None,15.057284700000082,15.057703100000026,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,left,0.03746280000018487,None,0,14,14,14,15.077081099999987,,,,,,,,,15.070020999999997,15.077081099999987,15.077081099999987,15.077081099999987,15.077081099999987,15.077081099999987,15.077081099999987,15.123443799999905,left,0.03746280000018487,None,15.123502899999949,15.12376909999989,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,right,0.1234633000001395,None,0,15,15,15,15.141718000000083,,,,,,,,,15.132589099999905,15.141718000000083,15.141718000000083,15.141718000000083,15.141718000000083,15.141718000000083,15.141718000000083,15.273715300000049,right,0.1234633000001395,None,15.273778999999877,15.274065800000017,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,left,0.09529859999997825,None,0,16,16,16,15.291477400000076,,,,,,,,,15.283376899999894,15.291477400000076,15.291477400000076,15.291477400000076,15.291477400000076,15.291477400000076,15.291477400000076,15.390224999999873,left,0.09529859999997825,None,15.39028089999988,15.390571399999999,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,right,0.13866299999995135,None,0,17,17,17,15.408204899999873,,,,,,,,,15.399519900000087,15.408204899999873,15.408204899999873,15.408204899999873,15.408204899999873,15.408204899999873,15.408204899999873,15.557155100000045,right,0.13866299999995135,None,15.557253700000047,15.557689299999993,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/235_C2_DV.jpg,left,same,0,18,18,0,left,0.05517399999985173,None,0,18,18,18,15.578228300000092,,,,,,,,,15.571196699999973,15.578228300000092,15.578228300000092,15.578228300000092,15.578228300000092,15.578228300000092,15.578228300000092,15.641278099999909,left,0.05517399999985173,None,15.641337799999974,15.641605600000048,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/303_DV_C2.jpg,left,same,0,19,19,0,right,0.13643069999989166,None,0,19,19,19,15.65817109999989,,,,,,,,,15.650277899999992,15.65817109999989,15.65817109999989,15.65817109999989,15.65817109999989,15.65817109999989,15.65817109999989,15.806718600000067,right,0.13643069999989166,None,15.806773799999974,15.80704639999999,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/013_235_R.jpg,right,different,0,20,20,0,left,0.08524780000016108,None,0,20,20,20,15.829023900000038,,,,,,,,,15.822788700000046,15.829023900000038,15.829023900000038,15.829023900000038,15.829023900000038,15.829023900000038,15.829023900000038,15.923343599999953,left,0.08524780000016108,None,15.923396700000012,15.923674699999992,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/019_074_L.jpg,right,different,0,21,21,0,right,0.07009450000009565,None,0,21,21,21,15.939083299999993,,,,,,,,,15.931998099999873,15.939083299999993,15.939083299999993,15.939083299999993,15.939083299999993,15.939083299999993,15.939083299999993,16.02322409999988,right,0.07009450000009565,None,16.02327799999989,16.02357189999998,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/025_235_L.jpg,right,different,0,22,22,0,left,0.06675350000000435,None,0,22,22,22,16.038929300000063,,,,,,,,,16.031974900000023,16.038929300000063,16.038929300000063,16.038929300000063,16.038929300000063,16.038929300000063,16.038929300000063,16.10664819999988,left,0.06675350000000435,None,16.106710499999963,16.10701139999992,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/049_218_L.jpg,right,different,0,23,23,0,right,0.17605750000006992,None,0,23,23,23,16.122529400000076,,,,,,,,,16.116007399999944,16.122529400000076,16.122529400000076,16.122529400000076,16.122529400000076,16.122529400000076,16.122529400000076,16.306211000000076,right,0.17605750000006992,None,16.306283800000074,16.306578799999897,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/076_109_R.jpg,right,different,0,24,24,0,left,0.17535029999999097,None,0,24,24,24,16.32237740000005,,,,,,,,,16.316391600000088,16.32237740000005,16.32237740000005,16.32237740000005,16.32237740000005,16.32237740000005,16.32237740000005,16.50657669999987,left,0.17535029999999097,None,16.506640999999945,16.50695840000003,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/077_133_R.jpg,right,different,0,25,25,0,right,0.1845823000001019,None,0,25,25,25,16.52228029999992,,,,,,,,,16.517147499999965,16.52228029999992,16.52228029999992,16.52228029999992,16.52228029999992,16.52228029999992,16.52228029999992,16.722795700000006,right,0.1845823000001019,None,16.722849199999928,16.723114200000055,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/091_283_R.jpg,right,different,0,26,26,0,left,0.11181979999992109,None,0,26,26,26,16.738889900000004,,,,,,,,,16.73137419999989,16.738889900000004,16.738889900000004,16.738889900000004,16.738889900000004,16.738889900000004,16.738889900000004,16.856249700000035,left,0.11181979999992109,None,16.85630459999993,16.856621700000005,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/092_283_L.jpg,right,different,0,27,27,0,right,0.28977209999993647,None,0,27,27,27,16.872368600000073,,,,,,,,,16.86506579999991,16.872368600000073,16.872368600000073,16.872368600000073,16.872368600000073,16.872368600000073,16.872368600000073,17.172780899999907,right,0.28977209999993647,None,17.17285250000009,17.17319169999996,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/102_224_R.jpg,right,different,0,28,28,0,right,3.3325786999998854,None,0,28,28,28,17.188811299999998,,,,,,,,,17.184453099999928,17.188811299999998,17.188811299999998,17.188811299999998,17.188811299999998,17.188811299999998,17.188811299999998,20.5228204,right,3.3325786999998854,None,20.52288920000001,20.52322920000006,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/106_224_L.jpg,right,different,0,29,29,0,left,6.119779999999992,None,0,29,29,29,20.53838470000005,,,,,,,,,20.532430299999987,20.53838470000005,20.53838470000005,20.53838470000005,20.53838470000005,20.53838470000005,20.53838470000005,26.67160089999993,left,6.119779999999992,None,26.671655099999953,26.671921999999995,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/116_067_R.jpg,right,different,0,30,30,0,right,2.794737300000179,None,0,30,30,30,26.687873599999875,,,,,,,,,26.68026830000008,26.687873599999875,26.687873599999875,26.687873599999875,26.687873599999875,26.687873599999875,26.687873599999875,29.488468600000033,right,2.794737300000179,None,29.488555299999916,29.488976599999887,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/120_133_R.jpg,right,different,0,31,31,0,right,8.906084000000192,None,0,31,31,31,29.503999799999974,,,,,,,,,29.499036100000012,29.503999799999974,29.503999799999974,29.503999799999974,29.503999799999974,29.503999799999974,29.503999799999974,38.42054250000001,right,8.906084000000192,None,38.42062349999992,38.421070899999904,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/132_210_R.jpg,right,different,0,32,32,0,left,0.03039960000000974,None,0,32,32,32,38.43623189999994,,,,,,,,,38.43137569999999,38.43623189999994,38.43623189999994,38.43623189999994,38.43623189999994,38.43623189999994,38.43623189999994,38.4702812999999,left,0.03039960000000974,None,38.47034159999998,38.47062510000001,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/143_254_R.jpg,right,different,0,33,33,0,right,0.33963949999997567,None,0,33,33,33,38.48590310000009,,,,,,,,,38.47878109999988,38.48590310000009,38.48590310000009,38.48590310000009,38.48590310000009,38.48590310000009,38.48590310000009,38.83691900000008,right,0.33963949999997567,None,38.836989599999924,38.83732239999995,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/209_224_R.jpg,right,different,0,34,34,0,left,0.06861960000014733,None,0,34,34,34,38.85264559999996,,,,,,,,,38.8480098,38.85264559999996,38.85264559999996,38.85264559999996,38.85264559999996,38.85264559999996,38.85264559999996,38.93666919999987,left,0.06861960000014733,None,38.93672250000009,38.93699609999999,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/254_287_L.jpg,right,different,0,35,35,0,left,0.20901600000001963,None,0,35,35,35,38.9528628999999,,,,,,,,,38.945044099999905,38.9528628999999,38.9528628999999,38.9528628999999,38.9528628999999,38.9528628999999,38.9528628999999,39.170229099999915,left,0.20901600000001963,None,39.17029589999993,39.170589900000095,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/261_254_L.jpg,right,different,0,36,36,0,right,0.08055130000002464,None,0,36,36,36,39.18603540000004,,,,,,,,,39.1808274,39.18603540000004,39.18603540000004,39.18603540000004,39.18603540000004,39.18603540000004,39.18603540000004,39.270071200000075,right,0.08055130000002464,None,39.27012530000002,39.27040480000005,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/282_108_R.jpg,right,different,0,37,37,0,left,0.12387440000020433,None,0,37,37,37,39.28602069999988,,,,,,,,,39.27891520000003,39.28602069999988,39.28602069999988,39.28602069999988,39.28602069999988,39.28602069999988,39.28602069999988,39.42000089999988,left,0.12387440000020433,None,39.42005549999999,39.420331600000054,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/296_235_L.jpg,right,different,0,38,38,0,right,0.10150459999999839,None,0,38,38,38,39.43582739999988,,,,,,,,,39.42879549999998,39.43582739999988,39.43582739999988,39.43582739999988,39.43582739999988,39.43582739999988,39.43582739999988,39.55309349999993,right,0.10150459999999839,None,39.5531469,39.55342330000008,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
different/303_037_R.jpg,right,different,0,39,39,0,left,0.04988979999984622,None,0,39,39,39,39.56916350000006,,,,,,,,,39.56177509999998,39.56916350000006,39.56916350000006,39.56916350000006,39.56916350000006,39.56916350000006,39.56916350000006,39.620026099999905,left,0.04988979999984622,None,39.62008079999987,39.620357499999955,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/020_C2_DV.jpg,left,same,180,40,40,0,right,0.1288417999999183,None,0,40,40,40,39.65685460000009,,,,,,,,,39.64891340000008,39.65685460000009,39.65685460000009,39.65685460000009,39.65685460000009,39.65685460000009,39.65685460000009,39.78698710000003,right,0.1288417999999183,None,39.787040799999886,39.787310299999945,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/025_C2_DV.jpg,left,same,180,41,41,0,left,0.09339559999989433,None,0,41,41,41,39.80510750000008,,,,,,,,,39.7961949999999,39.80510750000008,39.80510750000008,39.80510750000008,39.80510750000008,39.80510750000008,39.80510750000008,39.903647299999875,left,0.09339559999989433,None,39.90370690000009,39.90397559999997,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/068_C2_DV.jpg,left,same,180,42,42,0,right,0.0802526999998463,None,0,42,42,42,39.92214530000001,,,,,,,,,39.912968299999875,39.92214530000001,39.92214530000001,39.92214530000001,39.92214530000001,39.92214530000001,39.92214530000001,40.003685500000074,right,0.0802526999998463,None,40.003738699999985,40.004016800000045,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/069_C2_DV.jpg,left,same,180,43,43,0,left,0.09128259999988586,None,0,43,43,43,40.02189780000003,,,,,,,,,40.01286200000004,40.02189780000003,40.02189780000003,40.02189780000003,40.02189780000003,40.02189780000003,40.02189780000003,40.12030639999989,left,0.09128259999988586,None,40.12036390000003,40.12065080000002,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/074_C2_DV.jpg,left,same,180,44,44,0,right,0.10335390000000189,None,0,44,44,44,40.13863560000004,,,,,,,,,40.130096099999946,40.13863560000004,40.13863560000004,40.13863560000004,40.13863560000004,40.13863560000004,40.13863560000004,40.253771400000005,right,0.10335390000000189,None,40.25382579999996,40.254101999999875,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/075_DV_C2.jpg,left,same,180,45,45,0,left,0.13010149999990972,None,0,45,45,45,40.27191909999988,,,,,,,,,40.2629958,40.27191909999988,40.27191909999988,40.27191909999988,40.27191909999988,40.27191909999988,40.27191909999988,40.40387979999991,left,0.13010149999990972,None,40.403938700000026,40.40422650000005,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/081_C2_DV.jpg,left,same,180,46,46,0,right,0.08415370000011535,None,0,46,46,46,40.42173449999996,,,,,,,,,40.41383780000001,40.42173449999996,40.42173449999996,40.42173449999996,40.42173449999996,40.42173449999996,40.42173449999996,40.52024540000002,right,0.08415370000011535,None,40.52030160000004,40.52057310000009,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/085_C2_DV.jpg,left,same,180,47,47,0,left,0.06342349999999897,None,0,47,47,47,40.538516500000014,,,,,,,,,40.529677999999876,40.538516500000014,40.538516500000014,40.538516500000014,40.538516500000014,40.538516500000014,40.538516500000014,40.603837800000065,left,0.06342349999999897,None,40.60389229999987,40.60415919999991,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/092_C2_DV.jpg,left,same,180,48,48,0,right,0.07662970000001224,None,0,48,48,48,40.62198599999988,,,,,,,,,40.61314450000009,40.62198599999988,40.62198599999988,40.62198599999988,40.62198599999988,40.62198599999988,40.62198599999988,40.70365360000005,right,0.07662970000001224,None,40.70370879999996,40.70398320000004,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/102_C2_DV.jpg,left,same,180,49,49,0,left,0.08036870000000818,None,0,49,49,49,40.72186529999999,,,,,,,,,40.71293489999994,40.72186529999999,40.72186529999999,40.72186529999999,40.72186529999999,40.72186529999999,40.72186529999999,40.80378990000008,left,0.08036870000000818,None,40.80384509999999,40.8041346,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/108_DV_C2.jpg,left,same,180,50,50,0,right,0.1160907999999381,None,0,50,50,50,40.82150159999992,,,,,,,,,40.81299050000007,40.82150159999992,40.82150159999992,40.82150159999992,40.82150159999992,40.82150159999992,40.82150159999992,40.95341979999989,right,0.1160907999999381,None,40.953486899999916,40.95374969999989,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/115_C2_DV.jpg,left,same,180,51,51,0,left,0.09444089999988137,None,0,51,51,51,40.9716848999999,,,,,,,,,40.96289879999995,40.9716848999999,40.9716848999999,40.9716848999999,40.9716848999999,40.9716848999999,40.9716848999999,41.070163800000046,left,0.09444089999988137,None,41.07022430000006,41.07051189999993,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/120_DV_C2.jpg,left,same,180,52,52,0,right,0.09011290000012195,None,0,52,52,52,41.08869290000007,,,,,,,,,41.080105600000024,41.08869290000007,41.08869290000007,41.08869290000007,41.08869290000007,41.08869290000007,41.08869290000007,41.18701729999998,right,0.09011290000012195,None,41.18708450000008,41.187415299999884,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/129_C2_DV.jpg,left,same,180,53,53,0,left,0.08531650000008995,None,0,53,53,53,41.20524939999996,,,,,,,,,41.19706689999998,41.20524939999996,41.20524939999996,41.20524939999996,41.20524939999996,41.20524939999996,41.20524939999996,41.304232100000036,left,0.08531650000008995,None,41.30434739999987,41.304922399999896,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
same/136_C2_DV.jpg,left,same,180,54,54,0,right,0.054646400000137874,None,0,54,54,54,41.33073259999992,,,,,,,,,41.322902299999896,41.33073259999992,41.33073259999992,41.33073259999992,41.33073259999992,41.33073259999992,41.33073259999992,41.38723170000003,right,0.054646400000137874,None,41.387299199999916,41.38765699999999,,,,,252857,,,001,2024-12-26_23h14.25.848,glasgowFaceRecognition-Yagmur,2024.2.4,59.98166960173961,2024-12-26 23h14.31.501471 +0300,
