imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,image.started,same_text.started,different_text.started,key_resp_2.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,thanks_message.started,thank_you_message.started,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
same/102_C2_DV.jpg,left,same,0,9,9,0,right,0.2826845000963658,None,0,9,9,9,9.015244799898937,,,,,,,,,9.008556899847463,9.015244799898937,9.015244799898937,9.015244799898937,9.015244799898937,9.307055199984461,right,0.2826845000963658,None,9.30713970004581,9.307580600026995,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,left,0.10194030008278787,None,0,10,10,10,9.33203629986383,,,,,,,,,9.325450399890542,9.33203629986383,9.33203629986383,9.33203629986383,9.33203629986383,9.439858000027016,left,0.10194030008278787,None,9.439914899878204,9.440196899930015,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,right,0.13181019993498921,None,0,11,11,11,9.46262379991822,,,,,,,,,9.456185899907723,9.46262379991822,9.46262379991822,9.46262379991822,9.46262379991822,9.606414299923927,right,0.13181019993498921,None,9.606467499863356,9.606742999982089,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,left,0.11667589982971549,None,0,12,12,12,9.63005969999358,,,,,,,,,9.62358419992961,9.63005969999358,9.63005969999358,9.63005969999358,9.63005969999358,9.75662919995375,left,0.11667589982971549,None,9.756678799865767,9.756882299901918,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,right,0.05351689993403852,None,0,13,13,13,9.780118899885565,,,,,,,,,9.773385199951008,9.780118899885565,9.780118899885565,9.780118899885565,9.780118899885565,9.839791300008073,right,0.05351689993403852,None,9.839843299938366,9.840118600055575,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,left,0.04224599990993738,None,0,14,14,14,9.863060799892992,,,,,,,,,9.856585399946198,9.863060799892992,9.863060799892992,9.863060799892992,9.863060799892992,9.906858099857345,left,0.04224599990993738,None,9.9069095000159,9.90718899993226,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,right,0.11215159995481372,None,0,15,15,15,9.92933369986713,,,,,,,,,9.922804299974814,9.92933369986713,9.92933369986713,9.92933369986713,9.92933369986713,10.056454399833456,right,0.11215159995481372,None,10.056510499911383,10.05680390005,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,left,0.019113400019705296,None,0,16,16,16,10.079507800051942,,,,,,,,,10.07296140003018,10.079507800051942,10.079507800051942,10.079507800051942,10.079507800051942,10.106555899837986,left,0.019113400019705296,None,10.106606199871749,10.106887300033122,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,right,0.10397620010189712,None,0,17,17,17,10.129053100012243,,,,,,,,,10.122461299877614,10.129053100012243,10.129053100012243,10.129053100012243,10.129053100012243,10.239979999838397,right,0.10397620010189712,None,10.240032699890435,10.240303399972618,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/235_C2_DV.jpg,left,same,0,18,18,0,left,0.07588369981385767,None,0,18,18,18,10.262817800045013,,,,,,,,,10.256155899958685,10.262817800045013,10.262817800045013,10.262817800045013,10.262817800045013,10.34005849994719,left,0.07588369981385767,None,10.34012659988366,10.340472799958661,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/303_DV_C2.jpg,left,same,0,19,19,0,right,0.05430110008455813,None,0,19,19,19,10.364227999933064,,,,,,,,,10.357525399886072,10.364227999933064,10.364227999933064,10.364227999933064,10.364227999933064,10.42320379987359,right,0.05430110008455813,None,10.423256400041282,10.42353369994089,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/013_235_R.jpg,right,different,0,20,20,0,right,0.19272990012541413,None,0,20,20,20,10.448538299882784,,,,,,,,,10.442458800040185,10.448538299882784,10.448538299882784,10.448538299882784,10.448538299882784,10.655850399984047,right,0.19272990012541413,None,10.65590799995698,10.656170199858025,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/019_074_L.jpg,right,different,0,21,21,0,left,0.07884089997969568,None,0,21,21,21,10.674607099965215,,,,,,,,,10.671207400038838,10.674607099965215,10.674607099965215,10.674607099965215,10.674607099965215,10.755760899977759,left,0.07884089997969568,None,10.755816400051117,10.756081599975005,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/025_235_L.jpg,right,different,0,22,22,0,right,0.0667234999127686,None,0,22,22,22,10.774592699948698,,,,,,,,,10.771048599854112,10.774592699948698,10.774592699948698,10.774592699948698,10.774592699948698,10.85592389991507,right,0.0667234999127686,None,10.855979999992996,10.856217900058255,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/049_218_L.jpg,right,different,0,23,23,0,left,0.06336220004595816,None,0,23,23,23,10.87480719992891,,,,,,,,,10.871125899953768,10.87480719992891,10.87480719992891,10.87480719992891,10.87480719992891,10.939425899880007,left,0.06336220004595816,None,10.939475799910724,10.939742999849841,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/076_109_R.jpg,right,different,0,24,24,0,right,0.0676816999912262,None,0,24,24,24,10.95835079997778,,,,,,,,,10.954780400032178,10.95835079997778,10.95835079997778,10.95835079997778,10.95835079997778,11.039319599978626,right,0.0676816999912262,None,11.039378099841997,11.039646500023082,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/077_133_R.jpg,right,different,0,25,25,0,left,0.031126399990171194,None,0,25,25,25,11.058181899832562,,,,,,,,,11.0546356998384,11.058181899832562,11.058181899832562,11.058181899832562,11.058181899832562,11.105884599965066,left,0.031126399990171194,None,11.105934399878606,11.10616339999251,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/091_283_R.jpg,right,different,0,26,26,0,right,0.10282659996300936,None,0,26,26,26,11.123686899896711,,,,,,,,,11.120217999909073,11.123686899896711,11.123686899896711,11.123686899896711,11.123686899896711,11.239322899840772,right,0.10282659996300936,None,11.239392699906603,11.239744799910113,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/092_283_L.jpg,right,different,0,27,27,0,left,0.022536899894475937,None,0,27,27,27,11.259808100061491,,,,,,,,,11.256196700036526,11.259808100061491,11.259808100061491,11.259808100061491,11.259808100061491,11.289397499989718,left,0.022536899894475937,None,11.289447899907827,11.289734699996188,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/102_224_R.jpg,right,different,0,28,28,0,right,0.1016159001737833,None,0,28,28,28,11.30842879996635,,,,,,,,,11.304533699993044,11.30842879996635,11.30842879996635,11.30842879996635,11.30842879996635,11.422489600023255,right,0.1016159001737833,None,11.422547899885103,11.422890499932691,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/106_224_L.jpg,right,different,0,29,29,0,left,0.054898800095543265,None,0,29,29,29,11.44308750005439,,,,,,,,,11.439559899969026,11.44308750005439,11.44308750005439,11.44308750005439,11.44308750005439,11.50614279997535,left,0.054898800095543265,None,11.50620219996199,11.506515299901366,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/116_067_R.jpg,right,different,0,30,30,0,right,0.12224519997835159,None,0,30,30,30,11.527272699866444,,,,,,,,,11.523425000021234,11.527272699866444,11.527272699866444,11.527272699866444,11.527272699866444,11.655870399903506,right,0.12224519997835159,None,11.655925299972296,11.656179999932647,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/120_133_R.jpg,right,different,0,31,31,0,left,0.038842600071802735,None,0,31,31,31,11.674522599903867,,,,,,,,,11.671052600024268,11.674522599903867,11.674522599903867,11.674522599903867,11.674522599903867,11.722364200046286,left,0.038842600071802735,None,11.72241250006482,11.722673499956727,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/132_210_R.jpg,right,different,0,32,32,0,right,0.10843010013923049,None,0,32,32,32,11.74204139993526,,,,,,,,,11.737297100014985,11.74204139993526,11.74204139993526,11.74204139993526,11.74204139993526,11.855976899852976,right,0.10843010013923049,None,11.856028799898922,11.856303500011563,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/143_254_R.jpg,right,different,0,33,33,0,left,0.0954428999684751,None,0,33,33,33,11.87562770000659,,,,,,,,,11.871802799869329,11.87562770000659,11.87562770000659,11.87562770000659,11.87562770000659,11.972494799876586,left,0.0954428999684751,None,11.972547000041232,11.972790600033477,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/209_224_R.jpg,right,different,0,34,34,0,right,0.06620769994333386,None,0,34,34,34,11.991431599948555,,,,,,,,,11.98796599986963,11.991431599948555,11.991431599948555,11.991431599948555,11.991431599948555,12.072216599946842,right,0.06620769994333386,None,12.072267799871042,12.07254850002937,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/254_287_L.jpg,right,different,0,35,35,0,left,0.030628900043666363,None,0,35,35,35,12.091196399880573,,,,,,,,,12.087565199937671,12.091196399880573,12.091196399880573,12.091196399880573,12.091196399880573,12.122790300054476,left,0.030628900043666363,None,12.1228413998615,12.123119900003076,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/261_254_L.jpg,right,different,0,36,36,0,right,0.14061759994365275,None,0,36,36,36,12.141411599935964,,,,,,,,,12.137844800017774,12.141411599935964,12.141411599935964,12.141411599935964,12.141411599935964,12.289188199909404,right,0.14061759994365275,None,12.289246799889952,12.289544200059026,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/282_108_R.jpg,right,different,0,37,37,0,left,0.09276210004463792,None,0,37,37,37,12.308689499972388,,,,,,,,,12.305169899947941,12.308689499972388,12.308689499972388,12.308689499972388,12.308689499972388,12.40593530004844,left,0.09276210004463792,None,12.406000499846414,12.406308399979025,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/296_235_L.jpg,right,different,0,38,38,0,right,0.08671869989484549,None,0,38,38,38,12.427123500034213,,,,,,,,,12.423371199984103,12.427123500034213,12.427123500034213,12.427123500034213,12.427123500034213,12.522271799854934,right,0.08671869989484549,None,12.522337100002915,12.52265499997884,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
different/303_037_R.jpg,right,different,0,39,39,0,left,0.12347349990159273,None,0,39,39,39,12.543351899832487,,,,,,,,,12.539611799875274,12.543351899832487,12.543351899832487,12.543351899832487,12.543351899832487,12.672439799876884,left,0.12347349990159273,None,12.67248829989694,12.672759999986738,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/020_C2_DV.jpg,left,same,180,40,40,0,right,0.12588459998369217,None,0,40,40,40,12.692149099893868,,,,,,,,,12.681929999962449,12.692149099893868,12.692149099893868,12.692149099893868,12.692149099893868,12.82282909983769,right,0.12588459998369217,None,12.82288119988516,12.82315619988367,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/025_C2_DV.jpg,left,same,180,41,41,0,left,0.14462339994497597,None,0,41,41,41,12.841353599913418,,,,,,,,,12.832529600011185,12.841353599913418,12.841353599913418,12.841353599913418,12.841353599913418,12.989883200032637,left,0.14462339994497597,None,12.989967499859631,12.990413699997589,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/068_C2_DV.jpg,left,same,180,42,42,0,right,0.17457029991783202,None,0,42,42,42,13.011061700060964,,,,,,,,,13.004092499846593,13.011061700060964,13.011061700060964,13.011061700060964,13.011061700060964,13.189345199847594,right,0.17457029991783202,None,13.189398200018331,13.189677000045776,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/069_C2_DV.jpg,left,same,180,43,43,0,left,0.13817809987813234,None,0,43,43,43,13.207674299832433,,,,,,,,,13.200731399934739,13.207674299832433,13.207674299832433,13.207674299832433,13.207674299832433,13.356040199985728,left,0.13817809987813234,None,13.356092100031674,13.356369700049981,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/074_C2_DV.jpg,left,same,180,44,44,0,right,0.052322000032290816,None,0,44,44,44,13.374263199977577,,,,,,,,,13.365807199850678,13.374263199977577,13.374263199977577,13.374263199977577,13.374263199977577,13.439397600013763,right,0.052322000032290816,None,13.439449700061232,13.439753100043163,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/075_DV_C2.jpg,left,same,180,45,45,0,left,0.15226460015401244,None,0,45,45,45,13.457556499866769,,,,,,,,,13.449468199862167,13.457556499866769,13.457556499866769,13.457556499866769,13.457556499866769,13.622713000047952,left,0.15226460015401244,None,13.622772200033069,13.623077099910006,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/081_C2_DV.jpg,left,same,180,46,46,0,right,0.05761640006676316,None,0,46,46,46,13.640989299863577,,,,,,,,,13.63343230006285,13.640989299863577,13.640989299863577,13.640989299863577,13.640989299863577,13.705986900022253,right,0.05761640006676316,None,13.706042399862781,13.706339499913156,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/085_C2_DV.jpg,left,same,180,47,47,0,left,0.1015808000229299,None,0,47,47,47,13.724071400007233,,,,,,,,,13.715939200017601,13.724071400007233,13.724071400007233,13.724071400007233,13.724071400007233,13.839476000051945,left,0.1015808000229299,None,13.839531099889427,13.839867800008506,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/092_C2_DV.jpg,left,same,180,48,48,0,right,0.06393399997614324,None,0,48,48,48,13.857496599899605,,,,,,,,,13.850311900023371,13.857496599899605,13.857496599899605,13.857496599899605,13.857496599899605,13.922647699946538,right,0.06393399997614324,None,13.922698399983346,13.92296290001832,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/102_C2_DV.jpg,left,same,180,49,49,0,left,0.12504509999416769,None,0,49,49,49,13.941108800005168,,,,,,,,,13.932247800054029,13.941108800005168,13.941108800005168,13.941108800005168,13.941108800005168,14.072705599945039,left,0.12504509999416769,None,14.072757399873808,14.073091099970043,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/108_DV_C2.jpg,left,same,180,50,50,0,right,0.07121709990315139,None,0,50,50,50,14.090678999898955,,,,,,,,,14.082568899961188,14.090678999898955,14.090678999898955,14.090678999898955,14.090678999898955,14.172818999970332,right,0.07121709990315139,None,14.172876599943265,14.173143399879336,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/115_C2_DV.jpg,left,same,180,51,51,0,left,0.11435839999467134,None,0,51,51,51,14.190927699906752,,,,,,,,,14.182485099881887,14.190927699906752,14.190927699906752,14.190927699906752,14.190927699906752,14.306228799978271,left,0.11435839999467134,None,14.306285100057721,14.306579099968076,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/120_DV_C2.jpg,left,same,180,52,52,0,right,0.07017489988356829,None,0,52,52,52,14.324028299888596,,,,,,,,,14.316056399838999,14.324028299888596,14.324028299888596,14.324028299888596,14.324028299888596,14.406220200005919,right,0.07017489988356829,None,14.406286000041291,14.406626399839297,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/129_C2_DV.jpg,left,same,180,53,53,0,left,0.10441179992631078,None,0,53,53,53,14.424897599965334,,,,,,,,,14.41817589988932,14.424897599965334,14.424897599965334,14.424897599965334,14.424897599965334,14.539319999981672,left,0.10441179992631078,None,14.539372599916533,14.53965749987401,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/136_C2_DV.jpg,left,same,180,54,54,0,right,0.0921770001295954,None,0,54,54,54,14.557409799890593,,,,,,,,,14.549094900023192,14.557409799890593,14.557409799890593,14.557409799890593,14.557409799890593,14.656149999937043,right,0.0921770001295954,None,14.656212999951094,14.656479999888688,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/139_DV_C2.jpg,left,same,180,55,55,0,left,0.06375969992950559,None,0,55,55,55,14.674343999940902,,,,,,,,,14.667639299994335,14.674343999940902,14.674343999940902,14.674343999940902,14.674343999940902,14.739566899836063,left,0.06375969992950559,None,14.739618999883533,14.739906799979508,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/168_C2_DV.jpg,left,same,180,56,56,0,right,0.11551529983989894,None,0,56,56,56,14.757672799983993,,,,,,,,,14.749008399900049,14.757672799983993,14.757672799983993,14.757672799983993,14.757672799983993,14.889236900024116,right,0.11551529983989894,None,14.889288099948317,14.889577500056475,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/170_DV_C2.jpg,left,same,180,57,57,0,left,0.09424369991756976,None,0,57,57,57,14.907597299898043,,,,,,,,,14.898878799984232,14.907597299898043,14.907597299898043,14.907597299898043,14.907597299898043,15.005788499955088,left,0.09424369991756976,None,15.005845200037584,15.006113599985838,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/235_C2_DV.jpg,left,same,180,58,58,0,right,0.07437119982205331,None,0,58,58,58,15.02418820001185,,,,,,,,,15.015472200000659,15.02418820001185,15.02418820001185,15.02418820001185,15.02418820001185,15.105775099946186,right,0.07437119982205331,None,15.105824399972335,15.106091199908406,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
same/303_DV_C2.jpg,left,same,180,59,59,0,left,0.10242650005966425,None,0,59,59,59,15.123997000046074,,,,,,,,,15.11548629985191,15.123997000046074,15.123997000046074,15.123997000046074,15.123997000046074,15.239271099912003,left,0.10242650005966425,None,15.239323999965563,15.239601999986917,,,531304,,,001,2024-12-26_22h17.44.956,glasgowFaceRecognition-Yagmur,2024.2.4,59.88959949435223,2024-12-26 22h17.50.292969 +0300,
